,open,high,low,close,volume,hlc3,ohlc4,hl2,price
2021-09-16,92.89,99.08,92.24,97.11,2949696,96.14,95.33,95.66,97.11
2021-09-17,99.76,99.87,93.83,97.23,3703518,96.98,97.67,96.85,97.23
2021-09-20,96.36,99.83,95.14,97.64,5897774,97.54,97.24,97.48,97.64
2021-09-21,93.62,98.23,89.81,97.95,2246221,95.33,94.9,94.02,97.95
2021-09-22,95.09,100.68,92.66,98.71,3775624,97.35,96.79,96.67,98.71
2021-09-23,101.48,103.45,98.89,99.39,4892940,100.57,100.8,101.17,99.39
2021-09-24,103.96,105.15,98.53,100.09,5007382,101.26,101.93,101.84,100.09
2021-09-27,99.3,104.33,98.36,100.58,5244096,101.09,100.64,101.35,100.58
2021-09-28,101.01,101.08,95.42,100.63,1587087,99.04,99.54,98.25,100.63
2021-09-29,102.4,103.47,97.21,100.84,4249529,100.51,100.98,100.34,100.84
2021-09-30,100.95,100.96,98.71,100.95,4420265,100.21,100.39,99.83,100.95
2021-10-01,97.99,103.58,94.67,101.36,5273774,99.87,99.4,99.13,101.36
2021-10-04,99.16,101.28,98.98,101.0,5619399,100.42,100.1,100.13,101.0
2021-10-05,107.48,108.59,100.49,100.88,3067301,103.32,104.36,104.54,100.88
2021-10-06,99.97,101.52,99.48,100.55,5044572,100.52,100.38,100.5,100.55
2021-10-07,96.96,101.45,94.16,100.4,6001923,98.67,98.24,97.8,100.4
2021-10-08,102.16,103.77,95.77,100.12,2967922,99.88,100.45,99.77,100.12
2021-10-11,95.05,101.26,93.85,99.89,5539606,98.34,97.51,97.56,99.89
2021-10-12,101.44,102.24,98.89,100.14,1928253,100.42,100.68,100.57,100.14
2021-10-13,99.09,100.57,96.79,100.4,3948589,99.25,99.21,98.68,100.4
2021-10-14,97.88,102.7,95.26,100.61,5130809,99.53,99.11,98.98,100.61
2021-10-15,105.71,108.95,99.48,101.11,4476389,103.18,103.81,104.22,101.11
2021-10-18,101.75,103.29,98.42,101.77,3184092,101.16,101.31,100.85,101.77
2021-10-19,104.38,106.51,100.83,102.87,4822675,103.4,103.65,103.67,102.87
2021-10-20,103.85,104.45,103.35,103.62,5994595,103.8,103.82,103.9,103.62
2021-10-21,103.22,105.5,102.8,104.44,5384035,104.25,103.99,104.15,104.44
2021-10-22,105.25,105.72,102.15,105.57,7128238,104.48,104.67,103.94,105.57
2021-10-25,104.36,108.7,103.02,106.24,7084636,105.99,105.58,105.86,106.24
2021-10-26,105.91,108.74,103.99,106.92,4157936,106.55,106.39,106.37,106.92
2021-10-27,107.11,111.68,104.22,107.48,6029684,107.79,107.62,107.95,107.48
2021-10-28,108.09,108.56,105.01,107.4,4833295,106.99,107.26,106.79,107.4
2021-10-29,106.97,113.26,103.37,107.58,1885925,108.07,107.8,108.32,107.58
2021-11-01,104.33,108.58,102.64,107.31,4038163,106.18,105.72,105.61,107.31
2021-11-02,105.48,106.97,104.63,106.34,4941208,105.98,105.86,105.8,106.34
2021-11-03,106.98,109.17,103.05,105.15,7837793,105.79,106.09,106.11,105.15
2021-11-04,106.76,108.33,102.07,104.47,5899344,104.96,105.41,105.2,104.47
2021-11-05,104.96,106.26,102.61,103.73,5494602,104.2,104.39,104.44,103.73
2021-11-08,100.4,105.85,99.68,103.08,5872424,102.87,102.25,102.77,103.08
2021-11-09,101.48,102.57,100.97,102.18,2475025,101.91,101.8,101.77,102.18
2021-11-10,98.76,101.72,98.71,101.59,4552067,100.68,100.2,100.22,101.59
2021-11-11,99.63,103.66,98.77,101.27,5808248,101.23,100.83,101.22,101.27
2021-11-12,102.08,102.44,96.87,100.67,4849045,99.99,100.51,99.65,100.67
2021-11-15,100.42,101.7,97.85,100.27,7802672,99.94,100.06,99.77,100.27
2021-11-16,100.15,101.51,98.24,99.86,3062363,99.87,99.94,99.87,99.86
2021-11-17,100.84,101.88,97.78,99.82,5611488,99.83,100.08,99.83,99.82
2021-11-18,98.2,100.05,95.01,99.74,6555341,98.27,98.25,97.53,99.74
2021-11-19,103.13,106.77,96.73,99.8,4748222,101.1,101.61,101.75,99.8
2021-11-22,100.69,101.07,97.12,100.18,5618784,99.46,99.76,99.09,100.18
2021-11-23,101.86,105.36,98.6,100.28,4076683,101.42,101.53,101.98,100.28
2021-11-24,101.14,104.43,98.45,99.8,3893249,100.89,100.95,101.44,99.8
2021-11-25,100.69,100.79,98.86,99.11,4839822,99.58,99.86,99.82,99.11
2021-11-26,100.47,102.95,97.18,98.5,4980300,99.54,99.77,100.06,98.5
2021-11-29,95.38,99.57,95.38,97.73,6001603,97.56,97.02,97.47,97.73
2021-11-30,94.28,97.57,92.09,96.44,5059687,95.36,95.09,94.83,96.44
2021-12-01,94.57,96.86,90.47,95.83,7731377,94.39,94.43,93.67,95.83
2021-12-02,91.91,97.12,90.04,94.57,6344450,93.91,93.41,93.58,94.57
2021-12-03,99.0,100.05,93.13,93.54,4452662,95.57,96.43,96.59,93.54
2021-12-06,91.49,93.36,90.12,92.36,2797850,91.95,91.83,91.74,92.36
2021-12-07,89.21,92.44,88.55,91.21,5794294,90.73,90.35,90.49,91.21
2021-12-08,91.71,92.95,87.91,90.45,4528871,90.44,90.76,90.43,90.45
2021-12-09,90.7,93.78,86.14,89.67,3173135,89.86,90.07,89.96,89.67
2021-12-10,86.16,89.49,83.84,89.24,3387651,87.52,87.18,86.66,89.24
2021-12-13,89.61,90.68,89.24,89.55,7888019,89.83,89.77,89.96,89.55
2021-12-14,87.31,92.35,87.15,89.8,3602995,89.77,89.15,89.75,89.8
2021-12-15,92.31,94.76,88.01,89.95,6054278,90.91,91.26,91.38,89.95
2021-12-16,90.46,92.0,90.25,90.74,2990676,91.0,90.86,91.12,90.74
2021-12-17,89.24,93.26,86.52,91.53,3534959,90.44,90.14,89.89,91.53
2021-12-20,92.03,94.63,89.08,92.68,4474871,92.13,92.11,91.86,92.68
2021-12-21,96.19,97.59,93.38,93.69,7156594,94.89,95.22,95.49,93.69
2021-12-22,94.04,96.07,92.34,94.43,5564697,94.28,94.22,94.21,94.43
2021-12-23,94.0,97.38,91.42,95.35,6651426,94.72,94.54,94.4,95.35
2021-12-24,97.22,97.9,95.94,96.19,9928589,96.68,96.81,96.92,96.19
2021-12-27,97.88,100.92,96.66,96.98,3157792,98.19,98.11,98.79,96.98
2021-12-28,99.36,100.32,94.71,97.56,2003758,97.53,97.99,97.51,97.56
2021-12-29,100.08,102.45,95.58,97.91,3843350,98.65,99.01,99.02,97.91
2021-12-30,102.15,102.42,97.06,98.28,4582699,99.25,99.98,99.74,98.28
2021-12-31,97.46,100.51,97.16,98.24,5227327,98.64,98.34,98.84,98.24
2022-01-03,96.6,100.33,94.62,98.35,5805461,97.77,97.48,97.47,98.35
2022-01-04,99.24,99.61,97.64,98.68,3739540,98.64,98.79,98.63,98.68
2022-01-05,98.12,100.45,97.43,98.58,5563536,98.82,98.64,98.94,98.58
2022-01-06,100.87,103.17,95.47,99.09,3741532,99.24,99.65,99.32,99.09
2022-01-07,99.57,99.95,98.57,99.5,5182654,99.34,99.4,99.26,99.5
2022-01-10,100.91,102.38,97.98,100.24,8031207,100.2,100.38,100.18,100.24
2022-01-11,101.42,101.47,98.52,101.21,3487851,100.4,100.65,100.0,101.21
2022-01-12,101.33,104.04,100.18,102.41,4178732,102.21,101.99,102.11,102.41
2022-01-13,104.28,104.42,98.9,103.4,5537395,102.24,102.75,101.66,103.4
2022-01-14,106.09,108.4,104.03,104.44,6739631,105.62,105.74,106.21,104.44
2022-01-17,107.3,109.33,102.28,106.13,5321416,105.92,106.26,105.81,106.13
2022-01-18,104.6,108.23,103.12,107.48,2876493,106.28,105.86,105.67,107.48
2022-01-19,111.09,111.45,107.27,108.98,5146926,109.23,109.7,109.36,108.98
2022-01-20,111.78,114.59,108.94,110.31,4262076,111.28,111.41,111.76,110.31
2022-01-21,113.72,115.82,110.42,111.08,4142841,112.44,112.76,113.12,111.08
2022-01-24,113.82,115.71,111.82,111.83,6191723,113.12,113.3,113.77,111.83
2022-01-25,114.05,115.23,110.19,112.42,5211421,112.61,112.97,112.71,112.42
2022-01-26,107.54,113.25,103.77,112.25,3106332,109.75,109.2,108.51,112.25
2022-01-27,111.92,113.87,111.23,112.4,3556573,112.5,112.36,112.55,112.4
2022-01-28,112.41,114.78,111.7,112.29,4843449,112.92,112.79,113.24,112.29
2022-01-31,114.68,115.27,110.62,111.86,5971383,112.59,113.11,112.95,111.86
2022-02-01,110.93,112.55,107.39,111.17,5330383,110.37,110.51,109.97,111.17
2022-02-02,112.21,113.92,108.88,110.61,4547368,111.14,111.41,111.4,110.61
2022-02-03,113.68,115.76,109.61,109.91,3838474,111.76,112.24,112.68,109.91
2022-02-04,109.85,110.39,109.04,109.27,5604701,109.56,109.64,109.71,109.27
2022-02-07,107.63,109.9,106.47,108.42,4630992,108.27,108.11,108.19,108.42
2022-02-08,109.99,113.14,103.8,107.65,3872235,108.2,108.65,108.47,107.65
2022-02-09,106.55,112.1,106.33,107.3,4903334,108.57,108.07,109.21,107.3
2022-02-10,104.54,109.19,102.09,107.19,7051404,106.16,105.75,105.64,107.19
2022-02-11,106.79,107.98,103.59,107.14,6874924,106.24,106.37,105.79,107.14
2022-02-14,109.35,111.19,104.82,107.45,3127436,107.82,108.2,108.01,107.45
2022-02-15,107.75,108.04,107.19,107.3,8749607,107.51,107.57,107.62,107.3
2022-02-16,105.47,111.02,100.18,107.55,4211019,106.25,106.06,105.6,107.55
2022-02-17,106.1,107.71,105.9,107.3,4525703,106.97,106.75,106.8,107.3
2022-02-18,109.03,109.81,100.46,107.62,3523388,105.97,106.73,105.14,107.62
2022-02-21,106.12,109.55,104.15,107.08,6461561,106.93,106.73,106.85,107.08
2022-02-22,108.44,109.55,106.33,106.83,3859704,107.57,107.78,107.94,106.83
2022-02-23,107.09,109.84,104.03,106.32,1636300,106.73,106.82,106.93,106.32
2022-02-24,105.98,108.58,100.21,105.83,3799810,104.88,105.15,104.4,105.83
2022-02-25,104.55,105.58,104.29,104.9,3031280,104.93,104.83,104.94,104.9
2022-02-28,102.94,105.92,102.8,103.76,4372571,104.16,103.85,104.36,103.76
2022-03-01,101.89,104.55,100.02,102.59,5910310,102.39,102.26,102.28,102.59
2022-03-02,101.6,104.2,100.65,101.57,4007673,102.14,102.01,102.43,101.57
2022-03-03,99.81,100.79,98.85,100.66,6434326,100.1,100.03,99.82,100.66
2022-03-04,102.53,104.71,98.2,99.79,5493801,100.9,101.31,101.45,99.79
2022-03-07,99.62,99.74,98.7,99.4,5623259,99.28,99.36,99.22,99.4
2022-03-08,96.0,100.73,95.82,99.16,4499706,98.57,97.93,98.27,99.16
2022-03-09,99.59,101.09,96.51,98.8,5888367,98.8,99.0,98.8,98.8
2022-03-10,95.38,100.72,93.34,98.32,5732802,97.46,96.94,97.03,98.32
2022-03-11,97.82,101.26,95.44,98.48,2719788,98.39,98.25,98.35,98.48
2022-03-14,99.38,102.92,98.41,98.85,4306415,100.06,99.89,100.67,98.85
2022-03-15,99.87,102.35,97.33,99.25,5783578,99.64,99.7,99.84,99.25
2022-03-16,99.29,101.42,94.71,100.06,4149433,98.73,98.87,98.07,100.06
2022-03-17,99.43,103.07,99.17,100.72,4964208,100.99,100.6,101.12,100.72
2022-03-18,103.69,105.1,101.32,101.85,4148744,102.76,102.99,103.21,101.85
2022-03-21,101.11,103.06,99.31,102.41,1125706,101.59,101.47,101.19,102.41
2022-03-22,101.24,105.25,99.62,102.91,5649720,102.59,102.25,102.43,102.91
2022-03-23,104.18,106.45,98.72,103.46,3855954,102.88,103.2,102.59,103.46
2022-03-24,102.05,104.66,101.47,103.22,5122203,103.12,102.85,103.07,103.22
2022-03-25,102.36,106.69,99.01,103.4,5485138,103.03,102.86,102.85,103.4
2022-03-28,102.67,103.99,101.65,103.21,4285692,102.95,102.88,102.82,103.21
2022-03-29,102.0,104.99,101.17,103.12,3628692,103.09,102.82,103.08,103.12
2022-03-30,105.59,106.44,102.14,102.64,4159723,103.74,104.2,104.29,102.64
2022-03-31,102.24,105.78,101.81,102.61,6226269,103.4,103.11,103.79,102.61
2022-04-01,101.87,105.52,97.79,102.18,5106855,101.83,101.84,101.65,102.18
2022-04-04,98.57,103.36,98.35,101.7,3588197,101.14,100.5,100.86,101.7
2022-04-05,101.41,103.33,97.37,101.52,6425797,100.74,100.91,100.35,101.52
2022-04-06,99.54,103.66,97.68,101.45,5878325,100.93,100.58,100.67,101.45
2022-04-07,100.75,102.08,99.46,101.6,2806582,101.05,100.97,100.77,101.6
2022-04-08,101.14,103.8,100.76,101.39,3854311,101.99,101.77,102.28,101.39
2022-04-11,104.76,104.97,100.77,101.3,3909205,102.35,102.95,102.87,101.3
2022-04-12,101.11,103.2,98.82,101.72,5127672,101.25,101.21,101.01,101.72
2022-04-13,105.12,105.45,100.18,102.54,5078208,102.72,103.32,102.81,102.54
2022-04-14,102.38,103.49,98.38,102.99,2512400,101.62,101.81,100.94,102.99
2022-04-15,101.29,104.38,99.35,103.34,4932539,102.36,102.09,101.86,103.34
2022-04-18,106.04,107.77,102.76,103.87,4433990,104.8,105.11,105.27,103.87
2022-04-19,106.32,107.92,103.34,103.89,4984052,105.05,105.37,105.63,103.89
2022-04-20,105.3,109.14,102.48,103.89,3063360,105.17,105.2,105.81,103.89
2022-04-21,103.84,107.28,101.93,103.94,2652986,104.38,104.25,104.6,103.94
2022-04-22,104.69,106.29,103.21,103.51,5020620,104.33,104.42,104.75,103.51
2022-04-25,105.31,106.57,101.48,103.31,7081604,103.79,104.17,104.03,103.31
2022-04-26,102.66,104.59,102.57,102.79,3963575,103.31,103.15,103.58,102.79
2022-04-27,102.29,104.85,99.95,102.14,3834078,102.31,102.31,102.4,102.14
2022-04-28,100.64,101.42,100.54,101.36,5154916,101.11,100.99,100.98,101.36
2022-04-29,101.77,103.35,100.02,100.6,1814611,101.32,101.43,101.69,100.6
2022-05-02,99.49,99.55,98.89,99.48,5512546,99.31,99.35,99.22,99.48
2022-05-03,101.41,105.58,98.58,98.97,4035572,101.04,101.13,102.08,98.97
2022-05-04,97.22,98.69,95.23,98.43,4668037,97.45,97.39,96.96,98.43
2022-05-05,99.44,100.74,96.71,98.17,4794068,98.54,98.77,98.73,98.17
2022-05-06,99.89,103.13,96.01,97.99,7095560,99.04,99.25,99.57,97.99
2022-05-09,100.61,104.61,97.35,97.78,4905956,99.91,100.09,100.98,97.78
2022-05-10,100.0,101.24,96.01,98.01,5582547,98.42,98.81,98.62,98.01
2022-05-11,99.53,103.2,90.31,98.64,6502777,97.38,97.92,96.76,98.64
2022-05-12,99.71,102.16,98.99,99.48,5389654,100.21,100.09,100.58,99.48
2022-05-13,102.5,106.81,99.29,100.13,5100929,102.07,102.18,103.05,100.13
2022-05-16,102.45,104.58,100.27,101.12,5507341,101.99,102.11,102.43,101.12
2022-05-17,103.24,106.83,101.8,101.96,5872035,103.53,103.46,104.31,101.96
2022-05-18,101.79,105.28,97.77,102.88,4511638,101.97,101.93,101.52,102.88
2022-05-19,101.0,105.25,96.65,103.85,5258683,101.92,101.69,100.95,103.85
2022-05-20,102.37,105.14,101.31,104.56,5294925,103.67,103.34,103.22,104.56
2022-05-23,106.33,107.3,104.2,105.34,5237830,105.61,105.79,105.75,105.34
2022-05-24,106.04,109.97,104.32,105.73,4304964,106.67,106.52,107.15,105.73
2022-05-25,109.39,111.25,105.84,106.02,4162561,107.71,108.13,108.55,106.02
2022-05-26,107.17,110.1,106.21,106.46,6143980,107.59,107.49,108.15,106.46
2022-05-27,106.74,107.33,103.57,106.25,6053735,105.72,105.97,105.45,106.25
2022-05-30,108.76,109.96,102.65,106.11,6191851,106.24,106.87,106.31,106.11
2022-05-31,107.55,108.39,104.22,106.16,2804960,106.26,106.58,106.31,106.16
2022-06-01,110.66,114.91,103.24,106.3,3794162,108.15,108.77,109.07,106.3
2022-06-02,106.16,110.38,105.62,106.31,8091028,107.44,107.12,108.0,106.31
2022-06-03,106.49,107.35,105.06,106.78,3468825,106.4,106.42,106.21,106.78
2022-06-06,106.17,109.43,104.53,107.09,4261417,107.02,106.81,106.98,107.09
2022-06-07,106.67,108.48,106.1,107.31,3527992,107.3,107.14,107.29,107.31
2022-06-08,112.45,112.94,107.19,108.34,5634202,109.49,110.23,110.07,108.34
2022-06-09,108.33,111.38,106.7,109.5,5378581,109.19,108.98,109.04,109.5
2022-06-10,110.51,112.06,108.51,110.42,3722132,110.33,110.38,110.29,110.42
2022-06-13,109.4,112.78,108.55,111.51,4787992,110.95,110.56,110.66,111.51
2022-06-14,112.88,113.14,111.37,112.47,5713992,112.33,112.47,112.26,112.47
2022-06-15,112.16,114.42,111.62,113.39,3160047,113.14,112.9,113.02,113.39
2022-06-16,108.79,118.0,108.08,114.4,5033520,113.5,112.32,113.04,114.4
2022-06-17,114.89,119.47,110.48,115.04,8211109,115.0,114.97,114.97,115.04
2022-06-20,118.66,124.3,115.56,115.73,5968311,118.53,118.56,119.93,115.73
2022-06-21,118.21,118.5,115.01,115.88,5282696,116.46,116.9,116.76,115.88
2022-06-22,115.03,119.78,111.3,115.63,2724949,115.57,115.44,115.54,115.63
2022-06-23,116.91,119.09,113.06,115.31,5380814,115.82,116.09,116.07,115.31
2022-06-24,114.57,115.23,111.54,114.77,6174780,113.85,114.03,113.39,114.77
2022-06-27,113.36,115.06,113.34,114.04,2322409,114.15,113.95,114.2,114.04
2022-06-28,110.03,113.23,109.19,113.12,8110871,111.85,111.39,111.21,113.12
2022-06-29,111.12,115.49,110.66,111.89,4490675,112.68,112.29,113.08,111.89
2022-06-30,109.26,110.75,108.28,110.63,7010134,109.89,109.73,109.52,110.63
2022-07-01,109.77,110.56,105.45,109.47,5586130,108.49,108.81,108.0,109.47
2022-07-04,112.12,114.48,108.0,108.97,5218291,110.48,110.89,111.24,108.97
2022-07-05,107.97,108.5,106.44,107.73,4748622,107.56,107.66,107.47,107.73
2022-07-06,108.16,109.91,107.13,107.34,1702314,108.13,108.14,108.52,107.34
2022-07-07,106.59,109.39,106.31,107.11,3634921,107.6,107.35,107.85,107.11
2022-07-08,105.99,109.87,104.34,106.77,4231233,106.99,106.74,107.11,106.77
2022-07-11,106.11,109.53,103.8,106.6,3388899,106.65,106.51,106.67,106.6
2022-07-12,104.43,106.51,101.68,106.42,4843175,104.87,104.76,104.1,106.42
2022-07-13,103.5,108.47,101.98,106.17,5205227,105.54,105.03,105.22,106.17
2022-07-14,105.07,108.81,104.7,106.17,10137336,106.56,106.19,106.75,106.17
2022-07-15,103.67,106.59,102.97,105.7,5490426,105.09,104.73,104.78,105.7
2022-07-18,102.63,106.75,101.57,105.4,3558071,104.57,104.09,104.16,105.4
2022-07-19,102.47,106.69,101.56,104.66,4230181,104.31,103.85,104.13,104.66
2022-07-20,106.41,109.08,102.55,103.69,5666681,105.11,105.43,105.82,103.69
2022-07-21,103.06,103.16,100.46,102.86,3526046,102.16,102.38,101.81,102.86
2022-07-22,100.47,104.25,100.43,101.7,6478731,102.13,101.71,102.34,101.7
2022-07-25,104.37,104.85,100.17,100.62,5912953,101.88,102.5,102.51,100.62
2022-07-26,98.55,99.7,97.36,99.07,4987835,98.71,98.67,98.53,99.07
2022-07-27,98.1,98.53,94.94,98.13,6870673,97.2,97.43,96.74,98.13
2022-07-28,97.85,99.14,94.04,97.14,1949951,96.77,97.04,96.59,97.14
2022-07-29,98.56,101.57,95.43,95.93,3365404,97.64,97.87,98.5,95.93
2022-08-01,95.41,96.66,91.08,95.07,3662710,94.27,94.56,93.87,95.07
2022-08-02,92.93,94.9,90.17,94.55,4473963,93.21,93.14,92.54,94.55
2022-08-03,93.44,96.36,93.08,93.94,4692716,94.46,94.2,94.72,93.94
2022-08-04,97.32,98.47,91.7,93.91,4006636,94.69,95.35,95.09,93.91
2022-08-05,91.3,96.95,89.11,94.39,4905151,93.49,92.94,93.03,94.39
2022-08-08,96.43,100.13,94.42,94.76,5005518,96.44,96.44,97.28,94.76
2022-08-09,98.15,101.35,94.61,95.33,6084084,97.1,97.36,97.98,95.33
2022-08-10,95.15,97.15,95.01,95.86,3400422,96.01,95.79,96.08,95.86
2022-08-11,96.54,97.8,95.63,96.68,4055767,96.7,96.66,96.72,96.68
2022-08-12,100.18,100.59,96.97,97.72,5626416,98.43,98.86,98.78,97.72
2022-08-15,96.72,98.94,95.26,98.53,4035468,97.58,97.36,97.1,98.53
2022-08-16,99.66,100.43,97.18,99.62,4651219,99.08,99.22,98.8,99.62
2022-08-17,97.88,101.33,96.1,100.35,900391,99.26,98.91,98.72,100.35
2022-08-18,102.12,104.83,94.99,100.79,4230509,100.21,100.69,99.91,100.79
2022-08-19,97.76,101.82,94.46,101.31,6161545,99.2,98.84,98.14,101.31
2022-08-22,102.01,103.21,98.4,101.76,4812946,101.12,101.35,100.8,101.76
2022-08-23,97.41,102.33,96.5,101.69,4016068,100.17,99.48,99.41,101.69
2022-08-24,101.04,103.0,100.49,101.51,5357674,101.66,101.51,101.74,101.51
2022-08-25,98.62,102.33,95.19,101.89,5872260,99.8,99.51,98.76,101.89
2022-08-26,101.68,102.59,97.66,101.87,2815068,100.71,100.95,100.13,101.87
2022-08-29,104.96,105.8,100.44,102.46,2922874,102.9,103.42,103.12,102.46
2022-08-30,102.41,103.13,99.22,102.69,5937981,101.68,101.86,101.17,102.69
2022-08-31,101.74,107.0,97.22,103.08,5320682,102.43,102.26,102.11,103.08
2022-09-01,104.25,108.27,101.22,103.41,5875538,104.3,104.29,104.74,103.41
2022-09-02,104.09,108.46,103.7,103.89,5933451,105.35,105.04,106.08,103.89
2022-09-05,102.14,105.93,98.74,104.7,5931169,103.12,102.88,102.34,104.7
2022-09-06,103.79,105.51,102.57,105.5,5265055,104.53,104.34,104.04,105.5
2022-09-07,100.81,107.56,98.82,106.28,4515544,104.22,103.37,103.19,106.28
2022-09-08,104.04,108.33,101.8,107.74,6233696,105.95,105.47,105.06,107.74
2022-09-09,111.29,112.97,108.7,108.93,4077605,110.2,110.47,110.83,108.93
2022-09-12,113.28,114.88,108.63,109.56,3290748,111.02,111.59,111.75,109.56
2022-09-13,114.63,116.14,106.83,110.54,6843645,111.17,112.03,111.49,110.54
2022-09-14,109.53,112.51,106.38,111.01,4001804,109.96,109.86,109.44,111.01
2022-09-15,112.42,117.51,111.09,111.44,6821288,113.35,113.11,114.3,111.44
2022-09-16,112.73,114.05,109.32,111.59,6220615,111.65,111.92,111.68,111.59
2022-09-19,116.03,117.28,108.51,111.53,4315370,112.44,113.34,112.89,111.53
2022-09-20,109.0,112.29,108.42,111.42,4725820,110.71,110.28,110.35,111.42
2022-09-21,111.01,114.52,108.14,111.05,5830996,111.24,111.18,111.33,111.05
2022-09-22,108.67,115.34,107.54,110.41,2738329,111.09,110.49,111.44,110.41
2022-09-23,111.64,113.76,109.71,109.87,6772352,111.11,111.24,111.73,109.87
2022-09-26,106.49,111.12,103.76,109.01,6578130,107.96,107.59,107.44,109.01
2022-09-27,109.96,110.02,105.71,108.53,4266280,108.09,108.56,107.87,108.53
2022-09-28,108.94,109.78,107.9,108.19,5482272,108.62,108.7,108.84,108.19
2022-09-29,104.17,110.11,103.97,108.16,5840703,107.41,106.6,107.04,108.16
2022-09-30,108.41,110.25,106.56,107.97,5701958,108.26,108.3,108.41,107.97
2022-10-03,109.32,111.37,107.37,108.2,3520503,108.98,109.06,109.37,108.2
2022-10-04,107.69,108.98,106.62,108.01,1302764,107.87,107.82,107.8,108.01
2022-10-05,109.07,110.8,106.7,108.2,4606212,108.57,108.69,108.75,108.2
2022-10-06,111.82,112.18,106.96,108.5,6577167,109.22,109.87,109.57,108.5
