,open,high,low,close,volume,hlc3,ohlc4,hl2,price
2021-09-02,97.53,100.77,96.3,97.36,4827969,98.14,97.99,98.53,97.36
2021-09-03,97.8,99.47,94.14,97.4,3816703,97.01,97.2,96.81,97.4
2021-09-06,99.92,100.31,96.47,97.76,7373443,98.18,98.61,98.39,97.76
2021-09-07,100.41,101.03,97.59,98.47,3507647,99.03,99.38,99.31,98.47
2021-09-08,99.38,99.91,95.61,98.95,2721872,98.16,98.46,97.76,98.95
2021-09-09,99.74,102.75,99.28,99.31,3830381,100.45,100.27,101.02,99.31
2021-09-10,102.13,103.29,99.42,99.78,5242461,100.83,101.16,101.36,99.78
2021-09-13,97.7,102.8,97.29,100.54,4951932,100.21,99.58,100.04,100.54
2021-09-14,99.79,100.89,97.96,100.86,5307331,99.9,99.88,99.43,100.86
2021-09-15,104.79,108.4,98.44,101.35,4309180,102.73,103.25,103.42,101.35
2021-09-16,101.31,102.4,101.06,101.78,7135744,101.74,101.63,101.73,101.78
2021-09-17,102.91,104.74,100.48,101.58,6115137,102.27,102.43,102.61,101.58
2021-09-20,101.25,102.45,99.13,101.24,3803022,100.94,101.02,100.79,101.24
2021-09-21,101.44,103.85,100.85,101.0,6301462,101.9,101.79,102.35,101.0
2021-09-22,102.82,107.31,100.55,100.59,3989296,102.81,102.82,103.93,100.59
2021-09-23,101.48,101.97,97.69,99.89,2217887,99.85,100.26,99.83,99.89
2021-09-24,101.83,102.13,96.6,99.03,5152758,99.25,99.9,99.36,99.03
2021-09-27,100.48,104.39,96.25,98.34,5772007,99.66,99.87,100.32,98.34
2021-09-28,95.79,98.87,94.55,97.42,7283520,96.95,96.66,96.71,97.42
2021-09-29,97.64,98.19,96.27,96.53,3077633,97.0,97.16,97.23,96.53
2021-09-30,94.61,96.32,91.63,95.9,7143945,94.62,94.62,93.97,95.9
2021-10-01,93.19,95.6,92.13,95.28,5987315,94.34,94.05,93.86,95.28
2021-10-04,97.86,100.07,94.71,94.98,3726179,96.58,96.9,97.39,94.98
2021-10-05,94.86,95.32,92.98,94.86,4858963,94.39,94.5,94.15,94.86
2021-10-06,97.23,99.97,91.77,95.47,5799036,95.74,96.11,95.87,95.47
2021-10-07,93.85,99.05,93.31,95.8,4725567,96.05,95.5,96.18,95.8
2021-10-08,91.71,97.09,91.55,96.05,3651341,94.9,94.1,94.32,96.05
2021-10-11,94.66,98.71,93.59,96.59,5829290,96.3,95.89,96.15,96.59
2021-10-12,98.75,100.1,96.39,97.02,6288941,97.83,98.06,98.24,97.02
2021-10-13,97.12,98.02,96.77,97.36,4642265,97.38,97.32,97.39,97.36
2021-10-14,99.7,101.93,95.18,97.48,3970157,98.2,98.57,98.56,97.48
2021-10-15,96.71,100.32,96.14,98.34,6048507,98.26,97.88,98.23,98.34
2021-10-18,95.7,100.91,94.61,98.51,6816118,98.01,97.43,97.76,98.51
2021-10-19,96.91,100.28,95.02,98.55,8141913,97.95,97.69,97.65,98.55
2021-10-20,95.73,99.3,95.01,98.36,8012410,97.56,97.1,97.16,98.36
2021-10-21,100.42,100.59,94.45,98.05,5965890,97.7,98.38,97.52,98.05
2021-10-22,98.58,100.46,97.49,97.61,6351894,98.52,98.53,98.97,97.61
2021-10-25,96.94,99.37,96.43,97.25,7814494,97.69,97.5,97.9,97.25
2021-10-26,96.9,99.08,96.44,96.79,4578452,97.44,97.3,97.76,96.79
2021-10-27,96.51,98.64,95.44,96.44,8225728,96.84,96.76,97.04,96.44
2021-10-28,96.87,97.34,95.05,96.11,4689723,96.17,96.34,96.19,96.11
2021-10-29,96.16,96.45,94.05,95.8,3155013,95.43,95.61,95.25,95.8
2021-11-01,99.5,101.1,93.87,96.06,3763214,97.01,97.63,97.49,96.06
2021-11-02,100.04,100.23,94.37,96.29,5197320,96.96,97.73,97.3,96.29
2021-11-03,95.17,99.71,94.53,96.96,6709369,97.07,96.59,97.12,96.96
2021-11-04,97.65,98.84,95.94,98.03,7149412,97.61,97.62,97.39,98.03
2021-11-05,91.58,100.45,91.51,99.24,7686065,97.07,95.7,95.98,99.24
2021-11-08,99.44,101.71,98.26,100.41,4811061,100.13,99.96,99.99,100.41
2021-11-09,101.02,103.81,100.0,101.7,5735750,101.84,101.63,101.9,101.7
2021-11-10,100.96,104.81,99.52,103.01,5433774,102.45,102.08,102.17,103.01
2021-11-11,103.73,108.06,99.72,104.5,4061509,104.09,104.0,103.89,104.5
2021-11-12,103.54,107.72,102.02,105.94,3721588,105.22,104.8,104.87,105.94
2021-11-15,106.3,109.26,104.64,107.05,5667315,106.98,106.81,106.95,107.05
2021-11-16,109.73,113.2,106.79,107.79,5980252,109.26,109.38,109.99,107.79
2021-11-17,107.24,108.87,102.54,108.67,3793757,106.69,106.83,105.71,108.67
2021-11-18,104.99,112.0,102.03,109.16,4162290,107.73,107.05,107.02,109.16
2021-11-19,106.17,111.29,105.17,109.15,4887018,108.53,107.94,108.23,109.15
2021-11-22,107.68,111.88,104.23,109.27,5822541,108.46,108.26,108.05,109.27
2021-11-23,110.12,111.51,101.16,109.21,5587713,107.29,108.0,106.33,109.21
2021-11-24,110.91,111.84,108.74,109.07,7064134,109.88,110.14,110.29,109.07
2021-11-25,106.65,108.83,104.67,108.75,6300503,107.41,107.22,106.75,108.75
2021-11-26,108.91,111.93,106.54,108.12,4409760,108.86,108.88,109.24,108.12
2021-11-29,110.23,111.05,102.25,107.95,4348192,107.09,107.87,106.65,107.95
2021-11-30,108.73,109.45,104.82,108.15,4947353,107.47,107.79,107.13,108.15
2021-12-01,111.34,112.44,107.85,108.29,4685057,109.53,109.98,110.15,108.29
2021-12-02,107.99,110.85,107.21,108.33,5316908,108.8,108.59,109.03,108.33
2021-12-03,106.27,109.12,103.91,108.79,5706215,107.28,107.02,106.52,108.79
2021-12-06,111.59,114.13,108.53,108.97,4541312,110.54,110.81,111.33,108.97
2021-12-07,107.99,112.2,107.29,108.81,7832821,109.43,109.07,109.74,108.81
2021-12-08,107.61,110.17,105.65,109.44,3602130,108.42,108.22,107.91,109.44
2021-12-09,105.64,110.42,105.08,109.82,3546016,108.44,107.74,107.75,109.82
2021-12-10,110.06,110.63,109.2,109.64,4718155,109.82,109.88,109.92,109.64
2021-12-13,109.73,110.5,108.52,109.7,5787469,109.57,109.61,109.51,109.7
2021-12-14,109.65,113.46,108.45,108.93,5614581,110.28,110.12,110.95,108.93
2021-12-15,107.66,109.07,104.96,108.71,4871516,107.58,107.6,107.02,108.71
2021-12-16,108.61,110.62,106.93,107.72,8511380,108.42,108.47,108.78,107.72
2021-12-17,110.13,110.22,103.11,106.61,5784264,106.65,107.52,106.66,106.61
2021-12-20,104.85,106.97,104.27,105.7,5175606,105.64,105.44,105.62,105.7
2021-12-21,104.32,105.91,103.17,104.09,7069284,104.39,104.37,104.54,104.09
2021-12-22,104.93,105.82,100.81,102.75,4887162,103.13,103.58,103.31,102.75
2021-12-23,103.77,107.11,98.56,101.23,3894439,102.3,102.67,102.84,101.23
2021-12-24,97.48,100.84,96.28,99.68,5190893,98.93,98.57,98.56,99.68
2021-12-27,96.83,99.62,94.79,98.32,4532934,97.57,97.39,97.2,98.32
2021-12-28,95.59,99.55,95.24,97.2,3937340,97.33,96.9,97.4,97.2
2021-12-29,96.97,97.5,94.56,96.09,3533470,96.05,96.28,96.03,96.09
2021-12-30,94.16,96.91,93.82,95.12,1612399,95.28,95.0,95.36,95.12
2021-12-31,97.01,99.77,92.74,94.57,5091448,95.69,96.02,96.26,94.57
2022-01-03,95.53,96.64,93.65,94.3,6570549,94.86,95.03,95.14,94.3
2022-01-04,95.99,98.31,92.17,93.59,6514265,94.69,95.01,95.24,93.59
2022-01-05,92.89,95.11,91.15,93.2,5766559,93.15,93.09,93.13,93.2
2022-01-06,93.8,94.51,91.27,93.2,3581790,92.99,93.2,92.89,93.2
2022-01-07,93.51,94.32,92.31,93.3,6958741,93.31,93.36,93.31,93.3
2022-01-10,93.58,95.53,91.25,92.81,8417720,93.2,93.29,93.39,92.81
2022-01-11,92.36,94.34,89.65,92.92,5667759,92.3,92.32,91.99,92.92
2022-01-12,95.16,95.69,91.12,92.7,4194313,93.17,93.67,93.4,92.7
2022-01-13,93.84,96.22,91.46,92.73,4661249,93.47,93.56,93.84,92.73
2022-01-14,94.33,95.36,90.36,92.42,5824103,92.71,93.12,92.86,92.42
2022-01-17,88.75,92.07,87.02,91.78,3825513,90.29,89.91,89.55,91.78
2022-01-18,91.27,91.62,90.98,91.36,5260826,91.32,91.3,91.3,91.36
2022-01-19,89.71,91.47,89.24,91.25,4974688,90.65,90.41,90.35,91.25
2022-01-20,90.88,93.37,89.95,90.87,5969037,91.39,91.26,91.66,90.87
2022-01-21,93.42,95.92,89.48,90.46,3872812,91.95,92.32,92.7,90.46
2022-01-24,89.71,91.93,89.35,89.93,6479314,90.4,90.23,90.64,89.93
2022-01-25,89.6,92.94,85.44,89.79,4151509,89.39,89.44,89.19,89.79
2022-01-26,88.73,94.82,86.55,89.75,4799750,90.37,89.96,90.68,89.75
2022-01-27,87.14,90.69,84.23,89.91,5507357,88.28,87.99,87.46,89.91
2022-01-28,91.45,92.92,87.78,90.24,5786958,90.31,90.6,90.35,90.24
2022-01-31,92.78,92.88,88.7,90.63,6281339,90.74,91.25,90.79,90.63
2022-02-01,90.9,91.35,90.82,91.34,7195757,91.17,91.1,91.09,91.34
2022-02-02,91.48,92.57,91.06,92.34,6073337,91.99,91.86,91.82,92.34
2022-02-03,94.62,94.94,92.1,93.39,4594531,93.48,93.76,93.52,93.39
2022-02-04,90.41,95.25,89.31,94.73,4577453,93.1,92.42,92.28,94.73
2022-02-07,96.36,97.7,95.51,95.71,4976373,96.31,96.32,96.61,95.71
2022-02-08,99.62,100.52,95.51,96.89,5268013,97.64,98.13,98.02,96.89
2022-02-09,99.28,100.31,96.38,97.63,4197736,98.11,98.4,98.35,97.63
2022-02-10,96.86,101.71,95.94,98.67,6786341,98.77,98.29,98.82,98.67
2022-02-11,97.44,101.93,95.28,99.38,6253723,98.86,98.51,98.6,99.38
2022-02-14,97.35,100.26,91.53,99.62,5770130,97.14,97.19,95.9,99.62
2022-02-15,97.97,101.16,95.45,99.93,4089546,98.84,98.63,98.3,99.93
2022-02-16,101.28,102.46,98.81,99.83,1829262,100.37,100.6,100.63,99.83
2022-02-17,101.53,103.71,99.13,99.9,6389379,100.91,101.07,101.42,99.9
2022-02-18,98.28,101.49,97.91,99.56,5643153,99.65,99.31,99.7,99.56
2022-02-21,99.49,102.05,98.78,99.58,5262912,100.14,99.98,100.41,99.58
2022-02-22,96.89,100.35,95.68,99.27,3776330,98.43,98.05,98.02,99.27
2022-02-23,97.31,100.08,96.42,99.06,4188648,98.52,98.22,98.25,99.06
2022-02-24,101.98,102.97,97.43,99.0,3138087,99.8,100.35,100.2,99.0
2022-02-25,98.82,103.3,98.79,99.13,6485857,100.41,100.01,101.05,99.13
2022-02-28,97.89,101.57,94.73,99.67,6046746,98.66,98.47,98.15,99.67
2022-03-01,101.22,102.54,99.32,100.11,6635480,100.65,100.8,100.93,100.11
2022-03-02,104.46,104.85,98.72,100.66,6323803,101.41,102.17,101.79,100.66
2022-03-03,100.66,103.9,99.61,101.41,2529524,101.64,101.4,101.75,101.41
2022-03-04,103.23,103.94,99.74,102.04,6477187,101.91,102.24,101.84,102.04
2022-03-07,101.58,104.95,100.71,102.34,4697830,102.66,102.39,102.83,102.34
2022-03-08,106.29,106.39,102.38,102.92,6619394,103.9,104.5,104.39,102.92
2022-03-09,103.29,103.44,101.28,103.36,5604960,102.69,102.84,102.36,103.36
2022-03-10,103.9,104.78,103.13,103.68,5001312,103.87,103.88,103.96,103.68
2022-03-11,109.39,112.7,103.25,103.73,5238469,106.56,107.27,107.98,103.73
2022-03-14,106.88,108.15,103.36,104.07,6450316,105.19,105.61,105.76,104.07
2022-03-15,103.93,104.67,103.12,103.54,4977063,103.77,103.81,103.89,103.54
2022-03-16,101.58,104.48,100.68,102.94,4930296,102.7,102.42,102.58,102.94
2022-03-17,103.66,104.51,102.1,102.33,4575380,102.98,103.15,103.31,102.33
2022-03-18,104.09,108.3,100.56,101.5,5403642,103.46,103.62,104.43,101.5
2022-03-21,102.22,103.36,100.92,101.11,3226173,101.8,101.9,102.14,101.11
2022-03-22,96.57,100.87,96.55,100.32,4599313,99.25,98.58,98.71,100.32
2022-03-23,100.22,101.63,99.02,99.74,7569492,100.13,100.15,100.32,99.74
2022-03-24,100.88,101.33,98.65,99.09,7094908,99.69,99.99,99.99,99.09
2022-03-25,99.95,102.57,98.18,98.33,6027520,99.69,99.76,100.37,98.33
2022-03-28,96.25,98.69,95.56,97.99,5565976,97.41,97.12,97.12,97.99
2022-03-29,98.64,99.01,96.22,98.15,6738721,97.79,98.01,97.62,98.15
2022-03-30,98.68,99.32,95.22,98.21,3568741,97.59,97.86,97.27,98.21
2022-03-31,97.63,98.73,96.02,98.71,5930367,97.82,97.77,97.38,98.71
2022-04-01,98.56,102.13,97.63,99.04,3180152,99.6,99.34,99.88,99.04
2022-04-04,100.76,105.19,99.48,99.5,4213307,101.39,101.23,102.33,99.5
2022-04-05,97.31,101.02,94.04,100.46,198820,98.51,98.21,97.53,100.46
2022-04-06,101.15,103.82,100.53,101.09,5793173,101.81,101.65,102.17,101.09
2022-04-07,98.31,103.22,96.87,101.48,2591534,100.52,99.97,100.04,101.48
2022-04-08,104.98,108.79,98.08,102.08,6290129,102.98,103.48,103.43,102.08
2022-04-11,101.7,103.43,99.17,102.64,4638780,101.74,101.73,101.3,102.64
2022-04-12,101.59,103.17,101.06,102.63,5881400,102.29,102.11,102.12,102.63
2022-04-13,102.15,104.05,101.73,102.99,4972456,102.92,102.73,102.89,102.99
2022-04-14,103.43,103.89,102.45,102.91,3401040,103.09,103.17,103.17,102.91
2022-04-15,102.17,103.78,99.45,102.71,5959093,101.98,102.03,101.61,102.71
2022-04-18,102.18,104.71,99.2,102.48,3519044,102.13,102.14,101.96,102.48
2022-04-19,99.38,102.78,96.95,102.09,2554453,100.6,100.3,99.86,102.09
2022-04-20,104.01,105.03,101.54,101.87,3846076,102.82,103.11,103.29,101.87
2022-04-21,103.05,104.81,101.38,101.8,5801808,102.66,102.76,103.1,101.8
2022-04-22,101.37,102.21,101.3,101.62,5395420,101.71,101.63,101.76,101.62
2022-04-25,100.74,104.36,100.2,101.48,3644859,102.01,101.69,102.28,101.48
2022-04-26,102.74,105.15,100.28,101.35,2461425,102.26,102.38,102.72,101.35
2022-04-27,100.23,102.67,97.41,101.05,4912739,100.38,100.34,100.04,101.05
2022-04-28,103.84,105.63,97.37,101.37,3434291,101.46,102.05,101.5,101.37
2022-04-29,98.4,104.03,97.08,101.37,7153750,100.82,100.22,100.55,101.37
2022-05-02,99.21,102.88,97.84,101.31,4813907,100.67,100.31,100.36,101.31
2022-05-03,101.32,101.95,100.95,101.34,7098073,101.41,101.39,101.45,101.34
2022-05-04,103.17,103.94,99.14,101.78,7261582,101.62,102.01,101.54,101.78
2022-05-05,103.58,103.88,100.55,101.79,4413003,102.07,102.45,102.22,101.79
2022-05-06,102.78,107.06,101.91,102.28,4303981,103.75,103.51,104.49,102.28
2022-05-09,98.82,104.46,96.79,102.4,5056126,101.22,100.62,100.62,102.4
2022-05-10,101.42,102.6,95.36,102.47,4237276,100.14,100.46,98.98,102.47
2022-05-11,98.69,102.1,97.98,102.05,4068164,100.71,100.2,100.04,102.05
2022-05-12,103.74,104.69,100.18,101.39,6282220,102.09,102.5,102.44,101.39
2022-05-13,100.0,104.04,99.64,100.55,7226712,101.41,101.06,101.84,100.55
2022-05-16,102.74,102.83,97.28,99.83,4065584,99.98,100.67,100.06,99.83
2022-05-17,99.75,102.35,98.88,98.94,7456831,100.06,99.98,100.61,98.94
2022-05-18,98.36,98.77,97.59,97.59,3060843,97.98,98.08,98.18,97.59
2022-05-19,93.28,100.35,90.86,96.63,5973191,95.95,95.28,95.61,96.63
2022-05-20,91.19,95.35,88.47,95.21,6521090,93.01,92.56,91.91,95.21
2022-05-23,94.62,96.72,93.73,93.81,5665834,94.75,94.72,95.23,93.81
2022-05-24,93.39,93.73,91.66,92.7,3170417,92.7,92.87,92.69,92.7
2022-05-25,93.16,93.34,91.47,92.14,2878838,92.32,92.53,92.41,92.14
2022-05-26,92.06,92.67,91.57,91.74,2398118,91.99,92.01,92.12,91.74
2022-05-27,89.28,91.33,87.54,91.22,3764407,90.03,89.84,89.43,91.22
2022-05-30,89.46,92.11,86.76,90.94,4748285,89.94,89.82,89.44,90.94
2022-05-31,92.16,92.82,90.54,90.86,3620934,91.41,91.6,91.68,90.86
2022-06-01,91.39,92.65,89.64,90.98,3895330,91.09,91.17,91.15,90.98
2022-06-02,91.14,93.54,90.17,91.02,4825208,91.58,91.47,91.85,91.02
2022-06-03,90.06,91.79,89.67,91.05,5954123,90.84,90.64,90.73,91.05
2022-06-06,91.71,93.54,87.5,90.92,4624138,90.65,90.92,90.52,90.92
2022-06-07,87.96,92.12,87.19,91.0,2704884,90.1,89.57,89.66,91.0
2022-06-08,90.65,92.51,89.92,90.86,3417010,91.1,90.98,91.21,90.86
2022-06-09,90.86,93.08,89.06,91.08,3829392,91.07,91.02,91.07,91.08
2022-06-10,93.41,93.94,86.04,91.1,3713213,90.36,91.12,89.99,91.1
2022-06-13,91.4,92.85,86.98,90.92,3747460,90.25,90.54,89.91,90.92
2022-06-14,90.67,91.22,90.06,90.62,4913503,90.63,90.64,90.64,90.62
2022-06-15,90.32,91.72,89.82,90.23,4212031,90.59,90.52,90.77,90.23
2022-06-16,91.25,92.84,90.07,90.15,416023,91.02,91.07,91.45,90.15
2022-06-17,89.7,90.43,87.62,89.65,4827065,89.23,89.35,89.02,89.65
2022-06-20,89.32,89.66,87.16,89.55,4690930,88.79,88.92,88.41,89.55
2022-06-21,90.07,94.82,88.59,90.03,4746891,91.14,90.87,91.7,90.03
2022-06-22,92.44,94.51,89.07,90.04,3048057,91.21,91.52,91.79,90.04
2022-06-23,92.75,93.29,90.4,90.51,1238188,91.4,91.74,91.85,90.51
2022-06-24,91.18,92.08,88.34,91.1,8014313,90.51,90.67,90.21,91.1
2022-06-27,91.85,93.36,91.49,91.82,5502030,92.22,92.13,92.43,91.82
2022-06-28,91.28,92.6,89.5,92.58,6752759,91.56,91.49,91.05,92.58
2022-06-29,92.12,95.53,91.6,93.63,4972822,93.59,93.22,93.56,93.63
2022-06-30,92.75,96.82,90.4,95.08,4777148,94.1,93.76,93.61,95.08
2022-07-01,95.01,98.36,92.18,96.7,5374114,95.75,95.56,95.27,96.7
2022-07-04,99.34,101.58,98.32,98.62,4533084,99.5,99.46,99.95,98.62
2022-07-05,102.0,104.26,99.66,99.78,7281906,101.23,101.42,101.96,99.78
2022-07-06,102.7,103.93,99.63,101.08,6923660,101.55,101.83,101.78,101.08
2022-07-07,101.8,102.4,98.17,102.2,4897567,100.92,101.14,100.29,102.2
2022-07-08,102.37,105.43,100.27,103.07,5130341,102.93,102.79,102.85,103.07
2022-07-11,104.87,109.39,103.57,104.26,5797808,105.74,105.52,106.48,104.26
2022-07-12,105.4,108.91,102.74,104.8,3701831,105.49,105.46,105.83,104.8
2022-07-13,102.51,107.85,101.1,105.28,5075997,104.74,104.18,104.47,105.28
2022-07-14,105.39,107.95,104.25,105.49,7793288,105.9,105.77,106.1,105.49
2022-07-15,106.5,108.41,102.94,105.17,7659239,105.51,105.76,105.68,105.17
2022-07-18,104.79,108.5,103.06,105.06,4640059,105.54,105.35,105.78,105.06
2022-07-19,104.31,105.97,101.72,105.09,6325481,104.26,104.27,103.84,105.09
2022-07-20,104.06,106.15,103.4,105.28,3271841,104.94,104.72,104.78,105.28
2022-07-21,104.58,107.2,104.54,105.32,3431865,105.69,105.41,105.87,105.32
2022-07-22,104.93,107.84,104.29,105.5,7880100,105.88,105.64,106.06,105.5
2022-07-25,109.17,109.36,104.01,105.76,4747698,106.38,107.08,106.69,105.76
2022-07-26,107.67,107.8,105.75,106.1,3382100,106.55,106.83,106.78,106.1
2022-07-27,106.45,107.32,105.8,106.29,6180960,106.47,106.47,106.56,106.29
2022-07-28,106.46,107.82,104.65,106.59,6632404,106.35,106.38,106.23,106.59
2022-07-29,104.53,109.02,101.64,107.14,3936864,105.94,105.59,105.33,107.14
2022-08-01,110.63,111.39,106.89,107.1,6114261,108.46,109.0,109.14,107.1
2022-08-02,107.82,108.23,107.37,107.62,5748768,107.74,107.76,107.8,107.62
2022-08-03,105.29,108.99,104.24,108.02,3165567,107.08,106.63,106.61,108.02
2022-08-04,107.48,108.83,107.47,107.89,5154297,108.06,107.92,108.15,107.89
2022-08-05,108.25,109.42,104.66,107.72,7448457,107.27,107.51,107.04,107.72
2022-08-08,112.25,114.03,106.73,107.38,4542613,109.38,110.1,110.38,107.38
2022-08-09,107.68,109.04,104.49,106.66,4308197,106.73,106.97,106.76,106.66
2022-08-10,106.55,107.82,104.14,106.1,4908880,106.02,106.15,105.98,106.1
2022-08-11,103.5,108.15,102.09,105.19,5051696,105.14,104.73,105.12,105.19
2022-08-12,104.29,104.44,103.16,103.56,7731140,103.72,103.86,103.8,103.56
2022-08-15,100.5,104.14,96.49,102.34,5444470,100.99,100.87,100.32,102.34
2022-08-16,102.96,104.85,99.99,101.04,7486414,101.96,102.21,102.42,101.04
2022-08-17,100.27,100.28,96.04,99.91,3627094,98.75,99.13,98.16,99.91
2022-08-18,98.47,101.59,95.87,98.64,3790332,98.7,98.64,98.73,98.64
2022-08-19,98.37,100.11,94.47,97.73,4724793,97.44,97.67,97.29,97.73
2022-08-22,95.23,97.93,92.8,96.73,6599024,95.82,95.67,95.36,96.73
2022-08-23,92.2,96.6,90.61,96.09,3640806,94.43,93.87,93.61,96.09
2022-08-24,93.33,96.04,91.95,95.64,2379051,94.54,94.24,93.99,95.64
2022-08-25,95.74,96.64,94.82,95.37,7867201,95.61,95.64,95.73,95.37
2022-08-26,94.7,97.12,93.51,95.17,3844596,95.26,95.12,95.31,95.17
2022-08-29,95.8,96.61,92.8,94.9,3203746,94.77,95.03,94.71,94.9
2022-08-30,95.52,98.08,93.69,95.22,6718269,95.66,95.63,95.88,95.22
2022-08-31,97.86,98.64,94.72,95.03,5068802,96.13,96.56,96.68,95.03
2022-09-01,94.28,99.32,94.23,95.1,1151417,96.22,95.73,96.77,95.1
2022-09-02,95.08,95.5,91.44,94.93,6139298,93.95,94.23,93.47,94.93
2022-09-05,94.79,97.14,93.66,94.67,3166079,95.16,95.07,95.4,94.67
2022-09-06,96.47,96.77,93.59,94.51,7405965,94.96,95.34,95.18,94.51
2022-09-07,92.77,94.74,92.6,94.39,3844963,93.91,93.62,93.67,94.39
2022-09-08,95.55,96.53,92.37,94.45,2630589,94.45,94.73,94.45,94.45
2022-09-09,92.34,95.73,89.91,94.03,3722570,93.22,93.0,92.82,94.03
2022-09-12,90.45,94.65,90.45,93.64,5788272,92.91,92.3,92.55,93.64
2022-09-13,94.58,95.2,90.79,93.01,3987346,93.0,93.39,93.0,93.01
2022-09-14,90.47,94.72,89.37,92.69,5105303,92.26,91.81,92.04,92.69
2022-09-15,91.61,92.4,91.11,92.09,7539375,91.87,91.8,91.76,92.09
2022-09-16,90.94,93.64,90.26,91.5,5853874,91.8,91.58,91.95,91.5
2022-09-19,91.9,92.64,90.88,91.52,2991020,91.68,91.74,91.76,91.52
2022-09-20,88.82,92.16,86.46,91.53,3629913,90.05,89.74,89.31,91.53
2022-09-21,92.99,95.46,90.95,91.61,2860775,92.67,92.75,93.2,91.61
2022-09-22,91.41,92.2,90.67,91.65,1071232,91.51,91.48,91.43,91.65
2022-09-23,91.74,94.34,91.21,92.43,4583006,92.66,92.43,92.78,92.43
2022-09-26,94.45,95.02,92.45,93.13,6466247,93.53,93.76,93.73,93.13
2022-09-27,92.41,97.22,88.68,94.28,5705595,93.39,93.15,92.95,94.28
2022-09-28,96.0,96.44,92.26,95.21,5905245,94.64,94.98,94.35,95.21
2022-09-29,95.01,96.56,94.71,96.28,5282402,95.85,95.64,95.63,96.28
2022-09-30,98.41,100.62,93.98,97.19,4079708,97.26,97.55,97.3,97.19
2022-10-03,98.9,104.18,97.77,98.07,6614469,100.01,99.73,100.97,98.07
2022-10-04,103.04,104.22,98.36,98.6,4635905,100.39,101.05,101.29,98.6
2022-10-05,96.66,99.1,96.55,99.02,4512511,98.22,97.83,97.82,99.02
2022-10-06,98.17,99.71,94.61,98.73,5065487,97.68,97.81,97.16,98.73
