,open,high,low,close,volume,hlc3,ohlc4,hl2,price
2024-03-16 00:00:00,61985.88,322603.0,8770.87,21637.57,841303,117670.48,103749.33,165686.93,21637.57
2024-03-16 00:15:00,-26825.84,56838.18,61163.38,21816.7,713533,46606.09,28248.11,59000.78,21816.7
2024-03-16 00:30:00,-20559.8,78106.47,-11617.82,21973.76,1006030,29487.47,16975.65,33244.33,21973.76
2024-03-16 00:45:00,43480.77,154950.8,-2040.1,22115.94,1491264,58342.21,54626.85,76455.35,22115.94
2024-03-16 01:00:00,38781.74,174594.5,3310.21,22218.37,668380,66707.69,59726.21,88952.35,22218.37
2024-03-16 01:15:00,80924.97,96923.97,5672.93,22299.53,964751,41632.14,51455.35,51298.45,22299.53
2024-03-16 01:30:00,15958.97,49450.63,-2601.96,22345.44,364256,23064.7,21288.27,23424.34,22345.44
2024-03-16 01:45:00,85526.89,140976.16,-21234.29,22363.16,227384,47368.34,56907.98,59870.93,22363.16
2024-03-16 02:00:00,49953.72,113033.48,11755.33,22351.35,1084341,49046.72,49273.47,62394.4,22351.35
2024-03-16 02:15:00,55569.0,147283.66,-67083.55,22303.35,847291,34167.82,39518.12,40100.06,22303.35
2024-03-16 02:30:00,42092.66,50464.52,-4813.17,22286.69,986324,22646.01,27507.68,22825.67,22286.69
2024-03-16 02:45:00,15880.94,43911.89,13195.5,22321.37,1483027,26476.26,23827.43,28553.7,22321.37
2024-03-16 03:00:00,-6142.29,39311.32,8239.09,22354.88,766904,23301.77,15940.75,23775.21,22354.88
2024-03-16 03:15:00,-28483.74,79318.39,14943.56,22401.15,921003,38887.7,22044.84,47130.98,22401.15
2024-03-16 03:30:00,101126.44,554214.97,8393.74,22474.38,463111,195027.7,171552.38,281304.36,22474.38
2024-03-16 03:45:00,-25351.74,45044.34,113.94,22595.73,726667,22584.67,10600.57,22579.14,22595.73
2024-03-16 04:00:00,19238.33,46713.72,-33665.73,22758.82,1400301,11935.6,13761.29,6524.0,22758.82
2024-03-16 04:15:00,34645.99,107636.99,-6613.1,22961.06,752360,41328.32,39657.74,50511.95,22961.06
2024-03-16 04:30:00,-616.47,32623.61,-195.43,23184.18,674580,18537.46,13748.97,16214.09,23184.18
2024-03-16 04:45:00,-61606.1,42071.42,55492.37,23424.32,946184,40329.37,14845.5,48781.89,23424.32
2024-03-16 05:00:00,3083.61,88601.17,-10063.65,23667.23,1080824,34068.25,26322.09,39268.76,23667.23
2024-03-16 05:15:00,60704.18,70877.93,-7491.35,23887.85,902559,29091.48,36994.65,31693.29,23887.85
2024-03-16 05:30:00,44823.02,95029.17,-37678.47,24091.19,821749,27147.3,31566.23,28675.35,24091.19
2024-03-16 05:45:00,1096.13,32167.4,-87.74,24272.74,842111,18784.13,14362.13,16039.83,24272.74
2024-03-16 06:00:00,-46577.7,25250.86,-36619.32,24399.8,1145131,4343.78,-8386.59,-5684.23,24399.8
2024-03-16 06:15:00,47156.77,175514.66,-39436.97,24474.84,1432559,53517.51,51927.33,68038.85,24474.84
2024-03-16 06:30:00,8318.44,33229.03,6534.15,24518.81,925408,21427.33,18150.11,19881.59,24518.81
2024-03-16 06:45:00,54049.72,61021.0,13267.01,24506.44,1003369,32931.48,38211.04,37144.01,24506.44
2024-03-16 07:00:00,64595.9,274374.59,15231.93,24444.37,1098203,104683.63,94661.7,144803.26,24444.37
2024-03-16 07:15:00,19867.0,36484.58,12969.42,24321.72,1123774,24591.91,23410.68,24727.0,24321.72
2024-03-16 07:30:00,23625.88,62837.69,1026.45,24134.67,1447558,29332.94,27906.17,31932.07,24134.67
2024-03-16 07:45:00,51317.52,220353.78,11517.72,23983.67,846401,85285.06,76793.17,115935.75,23983.67
2024-03-16 08:00:00,18314.84,44333.66,-29881.62,23822.23,846159,12758.09,14147.28,7226.02,23822.23
2024-03-16 08:15:00,11739.9,78595.37,6860.81,23627.07,1221702,36361.09,30205.79,42728.09,23627.07
2024-03-16 08:30:00,33339.28,63562.39,-3443.68,23473.85,630907,27864.19,29232.96,30059.36,23473.85
2024-03-16 08:45:00,37670.15,160610.8,-19093.83,23338.4,749605,54951.79,50631.38,70758.48,23338.4
2024-03-16 09:00:00,69531.54,191457.5,-1747.79,23247.62,1201618,70985.77,70622.22,94854.85,23247.62
2024-03-16 09:15:00,558.83,36349.84,-768.66,23161.24,1489171,19580.81,14825.31,17790.59,23161.24
2024-03-16 09:30:00,-0.1,36622.26,0.16,23075.19,690356,19899.21,14924.38,18311.21,23075.19
2024-03-16 09:45:00,36460.25,121737.82,18901.32,23004.49,867501,54547.88,50025.97,70319.57,23004.49
2024-03-16 10:00:00,62027.48,271898.02,-10635.58,22952.92,1096649,94738.45,86560.71,130631.22,22952.92
2024-03-16 10:15:00,52274.33,56740.1,-22607.18,22901.74,879065,19011.55,27327.25,17066.46,22901.74
2024-03-16 10:30:00,63780.57,195233.16,-39090.82,22851.98,954676,59664.78,60693.72,78071.17,22851.98
2024-03-16 10:45:00,39133.2,139605.58,9441.16,22810.54,1485890,57285.76,52747.62,74523.37,22810.54
2024-03-16 11:00:00,105056.51,320365.3,17084.58,22715.32,1325155,120055.07,116305.43,168724.94,22715.32
2024-03-16 11:15:00,36073.99,144260.39,-11960.67,22598.33,614943,51632.68,47743.01,66149.86,22598.33
2024-03-16 11:30:00,-3130.94,55444.9,-3082.75,22420.66,1341993,24927.6,17912.97,26181.07,22420.66
2024-03-16 11:45:00,-31452.54,43863.3,1485.72,22195.63,311903,22514.89,9023.03,22674.51,22195.63
2024-03-16 12:00:00,51559.05,149560.3,10077.14,21911.57,757557,60516.34,58277.02,79818.72,21911.57
2024-03-16 12:15:00,71495.06,78678.39,-55279.51,21665.31,782502,15021.39,29139.81,11699.44,21665.31
2024-03-16 12:30:00,42162.63,121853.59,21125.82,21380.99,1329177,54786.8,51630.76,71489.71,21380.99
2024-03-16 12:45:00,8334.78,46992.78,-23224.69,21127.14,1273341,14965.08,13307.5,11884.05,21127.14
2024-03-16 13:00:00,-1028.14,64992.64,425.97,20817.14,1185312,28745.25,21301.9,32709.31,20817.14
2024-03-16 13:15:00,-611.25,81867.25,-366.29,20557.44,945257,34019.47,25361.79,40750.48,20557.44
2024-03-16 13:30:00,26615.16,44066.69,18555.34,20286.11,962361,27636.05,27380.83,31311.02,20286.11
2024-03-16 13:45:00,70090.76,70243.82,9186.19,20071.68,1052689,33167.23,42398.11,39715.0,20071.68
2024-03-16 14:00:00,-38990.74,22681.43,-17082.49,19948.37,730548,8515.77,-3360.86,2799.47,19948.37
2024-03-16 14:15:00,66262.33,94095.68,18886.68,19851.48,1488278,44277.95,49774.04,56491.18,19851.48
2024-03-16 14:30:00,22775.57,30029.58,-59100.91,19803.61,911973,-3089.24,3376.96,-14535.66,19803.61
2024-03-16 14:45:00,30776.53,165243.89,-17007.39,19812.24,661125,56016.25,49706.32,74118.25,19812.24
2024-03-16 15:00:00,52289.05,87487.72,-18030.05,19844.76,945590,29767.48,35397.87,34728.84,19844.76
2024-03-16 15:15:00,-17583.95,72357.62,-953.99,19966.17,660926,30456.6,18446.46,35701.82,19966.17
2024-03-16 15:30:00,31308.48,42149.25,12001.78,20113.55,1551130,24754.86,26393.26,27075.51,20113.55
2024-03-16 15:45:00,57795.76,185479.14,-382.01,20245.25,857258,68447.46,65784.54,92548.57,20245.25
2024-03-16 16:00:00,31940.8,154582.46,18706.94,20412.86,852710,64567.42,56410.76,86644.7,20412.86
2024-03-16 16:15:00,36524.32,167146.17,-14964.24,20555.99,1463602,57579.31,52315.56,76090.97,20555.99
2024-03-16 16:30:00,22036.81,54133.97,-45391.36,20697.96,872361,9813.53,12869.35,4371.31,20697.96
2024-03-16 16:45:00,-14228.87,28588.32,37316.35,20798.5,639297,28901.06,18118.58,32952.34,20798.5
2024-03-16 17:00:00,9793.05,24932.69,2428.68,20864.4,632580,16075.26,14504.71,13680.69,20864.4
2024-03-16 17:15:00,34171.5,172806.5,16472.63,20884.73,1154473,70054.62,61083.84,94639.56,20884.73
2024-03-16 17:30:00,-29347.07,61577.16,34374.49,20915.69,1254595,38955.78,21880.07,47975.83,20915.69
2024-03-16 17:45:00,78597.97,266443.58,-1245.4,20932.61,1334627,95376.93,91182.19,132599.09,20932.61
2024-03-16 18:00:00,58301.31,104817.17,-57353.38,20939.57,993454,22801.12,31676.17,23731.89,20939.57
2024-03-16 18:15:00,29822.16,31245.38,-44930.81,20924.88,1011377,2413.15,9265.4,-6842.72,20924.88
2024-03-16 18:30:00,61140.65,160142.9,-18254.19,20925.53,821807,54271.41,55988.72,70944.35,20925.53
2024-03-16 18:45:00,-15624.99,35101.58,-8379.12,20968.73,1300913,15897.06,8016.55,13361.23,20968.73
2024-03-16 19:00:00,-13200.93,22143.87,29482.16,21060.36,1177661,24228.8,14871.37,25813.02,21060.36
2024-03-16 19:15:00,6553.78,39315.65,3186.16,21177.13,877770,21226.31,17558.18,21250.9,21177.13
2024-03-16 19:30:00,36963.6,199468.83,-32316.04,21308.09,1320568,62820.29,56356.12,83576.4,21308.09
2024-03-16 19:45:00,53282.37,117440.9,-2802.11,21526.88,553603,45388.56,47362.01,57319.4,21526.88
2024-03-16 20:00:00,13633.92,55504.88,-14639.26,21785.63,1160985,20883.75,19071.29,20432.81,21785.63
2024-03-16 20:15:00,-49954.2,89630.74,-2671.88,22029.57,1232597,36329.48,14758.56,43479.43,22029.57
2024-03-16 20:30:00,-18436.65,94239.22,10983.88,22306.63,651536,42509.91,27273.27,52611.55,22306.63
2024-03-16 20:45:00,-8642.82,87821.72,7410.51,22587.11,992105,39273.11,27294.13,47616.12,22587.11
2024-03-16 21:00:00,14106.47,47607.58,-2425.56,22876.23,1093582,22686.08,20541.18,22591.01,22876.23
2024-03-16 21:15:00,-49394.0,52359.46,94872.95,23137.75,1235443,56790.05,30244.04,73616.21,23137.75
2024-03-16 21:30:00,25407.04,88254.9,-22726.88,23322.08,1313571,29616.7,28564.28,32764.01,23322.08
2024-03-16 21:45:00,19349.43,55482.34,-39187.37,23494.03,1336659,13263.0,14784.61,8147.48,23494.03
2024-03-16 22:00:00,30130.43,50969.32,17587.95,23640.01,772856,30732.43,30581.93,34278.63,23640.01
2024-03-16 22:15:00,6693.0,110318.49,6501.56,23705.52,1515500,46841.85,36804.64,58410.02,23705.52
2024-03-16 22:30:00,-83234.24,45494.42,103161.99,23729.49,1171157,57461.97,22287.92,74328.21,23729.49
2024-03-16 22:45:00,55770.57,89400.99,-65496.71,23702.07,1281380,15868.78,25844.23,11952.14,23702.07
2024-03-16 23:00:00,29331.57,118498.21,3533.98,23631.01,451315,48554.4,43748.69,61016.1,23631.01
2024-03-16 23:15:00,27698.23,71861.22,-65244.51,23532.49,958868,10049.73,14461.86,3308.35,23532.49
2024-03-16 23:30:00,46711.87,249574.77,-15294.48,23418.58,1049129,85899.62,76102.68,117140.14,23418.58
2024-03-16 23:45:00,58583.51,103581.4,-80667.7,23344.78,992273,15419.49,26210.5,11456.85,23344.78
2024-03-17 00:00:00,47834.0,49243.63,8020.92,23214.19,950102,26826.25,32078.19,28632.28,23214.19
2024-03-17 00:15:00,104024.41,181593.43,20806.67,23116.49,1113236,75172.2,82385.25,101200.05,23116.49
2024-03-17 00:30:00,46150.73,71747.93,-22581.25,23060.58,1238574,24075.76,29594.5,24583.34,23060.58
2024-03-17 00:45:00,15012.29,24965.44,-14829.3,23029.71,909781,11055.28,12044.53,5068.07,23029.71
2024-03-17 01:00:00,19336.13,87092.34,-37921.11,23026.7,1390521,24065.98,22883.51,24585.62,23026.7
2024-03-17 01:15:00,-12300.54,72146.15,49779.67,23042.89,864715,48322.9,33167.04,60962.91,23042.89
2024-03-17 01:30:00,-84130.22,117653.97,92483.13,23092.48,907500,77743.19,37274.84,105068.55,23092.48
2024-03-17 01:45:00,56225.21,72888.7,5042.04,23170.34,1577894,33700.36,39331.57,38965.37,23170.34
2024-03-17 02:00:00,-46372.98,26739.82,-35016.07,23211.02,707092,4978.26,-7859.55,-4138.12,23211.02
2024-03-17 02:15:00,49909.25,114668.59,-43284.62,23295.28,1300477,31559.75,36147.12,35691.99,23295.28
2024-03-17 02:30:00,-113156.32,77499.52,72890.86,23346.4,451713,57912.26,15145.12,75195.19,23346.4
2024-03-17 02:45:00,31559.56,34536.96,19481.19,23355.37,1016229,25791.17,27233.27,27009.07,23355.37
2024-03-17 03:00:00,-25955.13,80173.38,28263.97,23341.99,679112,43926.45,26456.05,54218.68,23341.99
2024-03-17 03:15:00,24961.03,28450.0,-9728.79,23305.54,1228415,14008.92,16746.95,9360.6,23305.54
2024-03-17 03:30:00,141783.42,253758.69,-22467.98,23212.57,662328,84834.43,99071.68,115645.36,23212.57
2024-03-17 03:45:00,9491.98,39810.98,-40236.06,23115.99,373673,7563.63,8045.72,-212.54,23115.99
2024-03-17 04:00:00,-42096.39,81888.67,-11468.63,22955.67,683519,31125.24,12819.83,35210.02,22955.67
2024-03-17 04:15:00,4328.76,86991.97,-325.55,22782.17,637819,36482.86,28444.34,43333.21,22782.17
2024-03-17 04:30:00,112627.46,156067.67,-13523.24,22611.77,200205,55052.07,69445.92,71272.22,22611.77
2024-03-17 04:45:00,-9882.51,98297.61,12746.09,22446.57,1327783,44496.76,30901.94,55521.85,22446.57
2024-03-17 05:00:00,24669.8,62003.85,14868.98,22299.01,1082562,33057.28,30960.41,38436.42,22299.01
2024-03-17 05:15:00,4868.74,24943.18,1703.83,22185.39,876681,16277.47,13425.29,13323.51,22185.39
2024-03-17 05:30:00,81429.54,311558.37,-13865.53,22116.43,748911,106603.09,100309.7,148846.42,22116.43
2024-03-17 05:45:00,-32187.38,29441.99,18035.47,22011.56,721473,23163.01,9325.41,23738.73,22011.56
2024-03-17 06:00:00,67153.81,129715.05,2703.27,22034.92,1203868,51484.41,55401.76,66209.16,22034.92
2024-03-17 06:15:00,-3856.45,47101.73,-1079.6,22027.94,1029145,22683.36,16048.41,23011.07,22027.94
2024-03-17 06:30:00,12034.43,22898.19,6079.18,22082.1,751197,17019.82,15773.47,14488.68,22082.1
2024-03-17 06:45:00,53803.43,94586.16,6809.47,22157.94,1164625,41184.52,44339.25,50697.82,22157.94
2024-03-17 07:00:00,-9436.36,32522.86,11610.24,22246.47,925164,22126.52,14235.8,22066.55,22246.47
2024-03-17 07:15:00,81005.6,204134.43,-45549.17,22409.85,1173016,60331.7,65500.18,79292.63,22409.85
2024-03-17 07:30:00,-132972.52,94472.06,143227.87,22539.21,707200,86746.38,31816.65,118849.96,22539.21
2024-03-17 07:45:00,-68639.96,107905.03,300259.22,22650.91,1152536,143605.05,90543.8,204082.12,22650.91
2024-03-17 08:00:00,-22461.37,43655.52,-17173.69,22750.08,1306405,16410.64,6692.64,13240.92,22750.08
2024-03-17 08:15:00,-15512.5,61850.46,-10830.18,22829.68,687339,24616.65,14584.37,25510.14,22829.68
2024-03-17 08:30:00,-34667.99,41235.71,32371.41,22872.66,1027175,32159.93,15452.95,36803.56,22872.66
2024-03-17 08:45:00,72235.91,216316.98,-6966.33,22870.76,1039521,77407.14,76114.33,104675.32,22870.76
2024-03-17 09:00:00,36501.82,176722.37,1499.31,22806.56,820919,67009.41,59382.51,89110.84,22806.56
2024-03-17 09:15:00,68704.3,249174.41,-4830.5,22701.62,1045973,89015.18,83937.46,122171.95,22701.62
2024-03-17 09:30:00,76013.48,224477.27,-36924.15,22573.4,1186343,70042.17,71535.0,93776.56,22573.4
2024-03-17 09:45:00,-39715.84,23951.34,92005.05,22454.48,810410,46136.96,24673.76,57978.19,22454.48
2024-03-17 10:00:00,62336.45,225045.68,-31681.01,22312.96,988617,71892.54,69503.52,96682.34,22312.96
2024-03-17 10:15:00,29935.46,70605.41,7388.52,22182.4,807774,33392.11,32527.95,38996.96,22182.4
2024-03-17 10:30:00,29798.37,90951.19,4790.93,22026.84,1060902,39256.32,36891.83,47871.06,22026.84
2024-03-17 10:45:00,37613.83,152889.67,-38523.31,21889.37,1139512,45418.58,43467.39,57183.18,21889.37
2024-03-17 11:00:00,8625.54,27535.62,-26190.04,21815.56,985890,7720.38,7946.67,672.79,21815.56
2024-03-17 11:15:00,-10016.31,33958.98,19576.34,21780.12,1045862,25105.15,16324.78,26767.66,21780.12
2024-03-17 11:30:00,78507.14,355162.41,18501.54,21754.62,504829,131806.19,118481.43,186831.97,21754.62
2024-03-17 11:45:00,-13521.22,30638.62,-7026.44,21754.32,899138,15122.16,7961.32,11806.09,21754.32
2024-03-17 12:00:00,-7853.96,105284.72,-7159.11,21766.12,469959,39963.91,28009.44,49062.8,21766.12
2024-03-17 12:15:00,44985.9,48523.6,14412.6,21773.07,1032025,28236.43,32423.79,31468.1,21773.07
2024-03-17 12:30:00,-30888.52,29452.4,121835.24,21820.19,562390,57702.61,35554.83,75643.82,21820.19
2024-03-17 12:45:00,60937.26,70050.98,-21358.41,21835.38,975203,23509.32,32866.3,24346.28,21835.38
2024-03-17 13:00:00,24685.23,45460.65,-39561.3,21879.35,86487,9259.56,13115.98,2949.67,21879.35
2024-03-17 13:15:00,26603.04,101219.93,-17522.47,21872.87,984735,35190.11,33043.35,41848.73,21872.87
2024-03-17 13:30:00,27098.41,35766.86,21458.51,21848.55,957441,26357.97,26543.08,28612.68,21848.55
2024-03-17 13:45:00,4313.96,44715.84,4008.33,21749.14,1279639,23491.1,18696.82,24362.09,21749.14
2024-03-17 14:00:00,20072.14,66362.35,-20330.32,21638.53,1288280,22556.86,21935.68,23016.02,21638.53
2024-03-17 14:15:00,89062.97,245845.03,-25169.94,21469.26,996514,80714.78,82801.83,110337.54,21469.26
2024-03-17 14:30:00,-18502.91,25635.61,18808.56,21271.08,1180012,21905.08,11803.09,22222.08,21271.08
2024-03-17 14:45:00,29691.8,185811.32,11885.84,21058.15,1055654,72918.43,62111.78,98848.58,21058.15
2024-03-17 15:00:00,11823.88,39230.74,5523.66,20839.2,1078593,21864.53,19354.37,22377.2,20839.2
2024-03-17 15:15:00,5454.07,34869.53,1011.39,20652.73,1150770,18844.55,15496.93,17940.46,20652.73
2024-03-17 15:30:00,13032.51,77570.23,-238.42,20464.69,988502,32598.83,27707.25,38665.9,20464.69
2024-03-17 15:45:00,91046.16,170549.72,5879.61,20299.79,1197209,65576.37,71943.82,88214.67,20299.79
2024-03-17 16:00:00,-32311.53,75116.6,-15906.79,20175.44,942508,26461.75,11768.43,29604.9,20175.44
2024-03-17 16:15:00,-17.68,38438.01,15.49,20093.2,1063375,19515.57,14632.26,19226.75,20093.2
2024-03-17 16:30:00,3046.79,98484.38,899.11,20062.81,1224350,39815.43,30623.27,49691.75,20062.81
2024-03-17 16:45:00,32914.54,104265.87,-31610.9,20072.14,1369105,30909.04,31410.41,36327.48,20072.14
2024-03-17 17:00:00,-17745.9,69445.15,33889.63,20141.11,1601777,41158.63,26432.5,51667.39,20141.11
2024-03-17 17:15:00,-38080.96,74593.87,-21983.55,20266.73,854427,24292.35,8699.02,26305.16,20266.73
2024-03-17 17:30:00,23570.91,45482.57,-6593.8,20358.78,1509769,19749.18,20704.62,19444.38,20358.78
2024-03-17 17:45:00,42323.28,109149.98,-68073.99,20512.0,1264819,20529.33,25977.82,20538.0,20512.0
2024-03-17 18:00:00,-15787.11,83873.51,32720.67,20678.48,1119184,45757.55,30371.39,58297.09,20678.48
2024-03-17 18:15:00,9506.73,41965.88,7969.78,20846.16,967676,23593.94,20072.14,24967.83,20846.16
2024-03-17 18:30:00,-36928.78,83556.38,49953.32,21001.41,966689,51503.7,29395.58,66754.85,21001.41
2024-03-17 18:45:00,71829.62,222036.59,-17923.17,21158.49,927597,75090.64,74275.38,102056.71,21158.49
2024-03-17 19:00:00,26025.42,76865.41,-31625.89,21309.47,679295,22183.0,23143.6,22619.76,21309.47
2024-03-17 19:15:00,-25419.78,28779.57,-9482.16,21408.13,1182938,13568.51,3821.44,9648.71,21408.13
2024-03-17 19:30:00,-2103.41,55703.0,-1618.28,21482.53,743432,25189.08,18365.96,27042.36,21482.53
2024-03-17 19:45:00,35582.3,67747.25,-8520.69,21536.53,967282,26921.03,29086.35,29613.28,21536.53
2024-03-17 20:00:00,3588.87,25875.07,-496.4,21577.97,1215211,15652.21,12636.38,12689.33,21577.97
2024-03-17 20:15:00,38843.96,45670.59,-37325.44,21582.39,969645,9975.85,17192.87,4172.57,21582.39
2024-03-17 20:30:00,43572.7,48023.28,-33403.42,21613.04,673846,12077.64,19951.4,7309.93,21613.04
2024-03-17 20:45:00,39764.54,58910.94,-2637.77,21640.09,798986,25971.09,29419.45,28136.59,21640.09
2024-03-17 21:00:00,53556.54,135884.24,-12828.22,21717.82,1173118,48257.95,49582.6,61528.01,21717.82
2024-03-17 21:15:00,62343.66,155674.68,19723.65,21842.54,751434,65746.96,64896.13,87699.16,21842.54
2024-03-17 21:30:00,75161.09,301119.5,-2224.76,21990.36,995894,106961.7,99011.55,149447.37,21990.36
2024-03-17 21:45:00,98971.54,430255.46,20307.04,22147.51,978646,157570.0,142920.39,225281.25,22147.51
2024-03-17 22:00:00,-10935.84,117781.56,-2092.86,22367.96,941798,46018.89,31780.2,57844.35,22367.96
2024-03-17 22:15:00,39993.24,85378.57,14484.24,22624.65,564503,40829.15,40620.17,49931.41,22624.65
2024-03-17 22:30:00,35144.5,56366.54,-33202.27,22896.39,1160891,15353.55,20301.29,11582.13,22896.39
2024-03-17 22:45:00,-71388.58,27610.19,208634.78,23199.64,1220752,86481.54,47014.01,118122.49,23199.64
2024-03-17 23:00:00,2531.06,33145.58,982.64,23449.29,825449,19192.51,15027.15,17064.11,23449.29
2024-03-17 23:15:00,36736.04,128022.65,2124.03,23725.17,876470,51290.61,47651.97,65073.34,23725.17
2024-03-17 23:30:00,48479.98,215369.99,-26571.88,23948.29,1031313,70915.47,65306.59,94399.06,23948.29
2024-03-17 23:45:00,13056.51,46763.24,-26032.07,24158.39,1352494,14963.18,14486.52,10365.58,24158.39
2024-03-18 00:00:00,18658.55,69535.96,4919.1,24327.72,531666,32927.59,29360.33,37227.53,24327.72
2024-03-18 00:15:00,10662.95,62297.4,7541.74,24445.8,830160,31428.31,26236.97,34919.57,24445.8
2024-03-18 00:30:00,-34298.33,34030.6,-28834.16,24493.01,1519939,9896.48,-1152.22,2598.22,24493.01
2024-03-18 00:45:00,24375.23,152307.21,-41376.09,24518.72,755701,45149.94,39956.27,55465.56,24518.72
2024-03-18 01:00:00,11137.66,96275.87,418.06,24468.73,1437500,40387.55,33075.08,48346.96,24468.73
2024-03-18 01:15:00,104808.64,368990.29,-17555.18,24376.26,1309125,125270.46,120155.0,175717.56,24376.26
2024-03-18 01:30:00,7531.78,33834.62,5067.26,24223.4,866815,21041.76,17664.26,19450.94,24223.4
2024-03-18 01:45:00,-90058.24,119795.86,214739.0,24094.37,1302494,119543.08,67142.75,167267.43,24094.37
2024-03-18 02:00:00,-29948.42,47385.66,12682.46,23958.63,1110498,28008.92,13519.58,30034.06,23958.63
2024-03-18 02:15:00,-42581.26,42424.9,-40338.36,23797.26,690776,8627.93,-4174.37,1043.27,23797.26
2024-03-18 02:30:00,18044.31,94406.17,10731.79,23661.6,1321823,42933.19,36710.97,52568.98,23661.6
2024-03-18 02:45:00,14656.11,84125.13,13268.45,23577.29,697563,40323.62,33906.74,48696.79,23577.29
2024-03-18 03:00:00,118073.64,122687.45,-102815.85,23473.57,986291,14448.39,40354.7,9935.8,23473.57
2024-03-18 03:15:00,-54323.17,70857.9,63744.35,23401.12,1318464,52667.79,25920.05,67301.13,23401.12
2024-03-18 03:30:00,64338.89,111746.94,-52657.55,23353.9,1481403,27481.1,36695.55,29544.7,23353.9
2024-03-18 03:45:00,41658.26,60050.14,-19537.38,23292.04,695027,21268.27,26365.76,20256.38,23292.04
2024-03-18 04:00:00,128800.77,518828.09,9461.22,23247.81,1635554,183845.71,170084.47,264144.65,23247.81
2024-03-18 04:15:00,-5418.42,112816.57,-618.22,23210.36,1085180,45136.24,32497.57,56099.17,23210.36
2024-03-18 04:30:00,94347.8,269867.9,-26304.68,23147.91,1016943,88903.71,90264.73,121781.61,23147.91
