,open,high,low,close,volume,hlc3,ohlc4,hl2,price
2022-02-02,19494.62,57725.4,7940.92,22447.65,1127567,29371.33,26902.15,32833.16,22447.65
2022-02-03,22012.89,42896.79,15410.27,22300.11,434120,26869.06,25655.02,29153.53,22300.11
2022-02-04,63160.26,190747.63,19744.75,22186.49,752036,77559.63,73959.78,105246.19,22186.49
2022-02-07,60841.33,249361.66,1860.51,22117.54,1668323,91113.24,83545.26,125611.08,22117.54
2022-02-08,-11424.74,34044.6,4692.61,22012.68,1098172,20249.96,12331.29,19368.61,22012.68
2022-02-09,56352.15,106959.73,14144.87,22036.04,1014988,47713.55,49873.2,60552.3,22036.04
2022-02-10,94957.1,208105.0,-18993.4,22029.07,1296882,70380.22,76524.44,94555.8,22029.07
2022-02-11,-22997.18,90875.78,41064.09,22083.24,701828,51341.04,32756.48,65969.93,22083.24
2022-02-14,-12632.53,102797.98,32888.1,22159.08,555827,52615.06,36303.16,67843.04,22159.08
2022-02-15,4186.28,72352.91,-4160.63,22247.62,1757042,30146.63,23656.55,34096.14,22247.62
2022-02-16,-11277.08,75038.51,14591.48,22411.01,1314892,37347.0,25190.98,44815.0,22411.01
2022-02-17,-15566.15,63526.68,4447.3,22540.38,882641,30171.45,18737.05,33986.99,22540.38
2022-02-18,48947.35,86082.83,22472.2,22652.08,1036735,43735.7,45038.61,54277.51,22652.08
2022-02-21,-1544.01,37434.29,4056.43,22751.26,1428712,21413.99,15674.49,20745.36,22751.26
2022-02-22,16236.95,85861.61,-34277.85,22830.86,753375,24804.88,22662.89,25791.88,22830.86
2022-02-23,94379.67,107244.85,18370.4,22873.85,1024881,49496.37,60717.19,62807.62,22873.85
2022-02-24,52453.82,249798.29,14309.97,22871.97,686656,95660.08,84858.51,132054.13,22871.97
2022-02-25,47715.22,80761.27,-7668.61,22807.77,787383,31966.81,35903.91,36546.33,22807.77
2022-02-28,-33801.33,22719.64,7813.29,22702.84,704811,17745.26,4858.61,15266.46,22702.84
2022-03-01,27641.79,78574.66,11219.92,22574.62,1785842,37456.4,35002.75,44897.29,22574.62
2022-03-02,-17880.91,69547.34,21214.96,22455.72,890865,37739.34,23834.28,45381.15,22455.72
2022-03-03,1989.01,23987.15,-1832.98,22314.2,1161280,14822.79,11614.34,11077.08,22314.2
2022-03-04,66135.38,132504.95,-42084.18,22183.65,760290,37534.8,44684.95,45210.38,22183.65
2022-03-07,76122.62,286653.01,-9084.95,22028.1,1343464,99865.39,93929.69,138784.03,22028.1
2022-03-08,143864.02,819460.24,11091.36,21890.63,1049979,284147.41,249076.56,415275.8,21890.63
2022-03-09,59037.34,216194.9,-38455.73,21816.83,902492,66518.67,64648.34,88869.59,21816.83
2022-03-10,78628.6,290600.91,-6756.6,21781.4,755960,101875.24,96063.58,141922.15,21781.4
2022-03-11,178.94,30506.53,-395.35,21755.9,1234049,17289.03,13011.51,15055.59,21755.9
2022-03-14,135413.6,233478.46,-29377.13,21755.61,868402,75285.65,90317.63,102050.66,21755.61
2022-03-15,36042.35,143816.34,11558.47,21767.42,891992,59047.41,53296.14,77687.4,21767.42
2022-03-16,56408.25,78071.78,1860.47,21774.38,1074227,33902.21,39528.72,39966.13,21774.38
2022-03-17,50985.37,90108.57,-35527.09,21821.51,896097,25467.66,31847.09,27290.74,21821.51
2022-03-18,69520.81,124366.84,-20716.84,21836.7,1334555,41828.9,48751.88,51825.0,21836.7
2022-03-21,-65283.8,88159.74,50606.44,21880.68,1454882,53548.95,23840.76,69383.09,21880.68
2022-03-22,42912.76,75287.34,-50587.36,21874.21,1311568,15524.73,22371.74,12349.99,21874.21
2022-03-23,-11245.27,56192.53,27876.4,21849.89,1806161,35306.28,23668.39,42034.47,21849.89
2022-03-24,-28833.63,31017.4,-24473.62,21750.49,1035311,9431.42,-134.84,3271.89,21750.49
2022-03-25,33263.53,53170.62,-27175.74,21639.89,954723,15878.26,20224.57,12997.44,21639.89
2022-03-28,19434.67,61456.9,-12421.11,21470.62,709936,23502.14,22485.27,24517.9,21470.62
2022-03-29,40669.96,88409.31,6.02,21272.46,1195689,36562.6,37589.44,44207.67,21272.46
2022-03-30,26892.83,42794.78,-1040.51,21059.53,859861,20937.94,22426.66,20877.14,21059.53
2022-03-31,-18346.66,25110.02,41678.4,20840.58,818082,29209.67,17320.59,33394.21,20840.58
2022-04-01,-18009.92,33377.81,-12084.48,20654.13,1395360,13982.49,5984.38,10646.67,20654.13
2022-04-04,107240.79,356583.55,11471.91,20466.1,502512,129507.19,123940.59,184027.73,20466.1
2022-04-05,-53130.03,86828.36,-27916.14,20301.2,1362977,26404.47,6520.85,29456.11,20301.2
2022-04-06,-38520.7,120317.57,-11211.07,20176.86,1100037,43094.45,22690.66,54553.25,20176.86
2022-04-07,-45860.51,35031.62,6149.13,20094.62,882625,20425.12,3853.72,20590.37,20094.62
2022-04-08,63824.3,89808.37,-13118.3,20064.24,586013,32251.44,40144.65,38345.04,20064.24
2022-04-11,1519.9,72809.12,-3065.62,20073.58,394549,29939.03,22834.25,34871.75,20073.58
2022-04-12,72482.75,186590.48,14788.95,20142.56,1443167,73840.66,73501.18,100689.72,20142.56
2022-04-13,61177.21,140959.0,-20894.64,20268.18,977569,46777.52,50377.44,60032.18,20268.18
2022-04-14,55352.36,108986.89,-35682.6,20360.24,1072050,31221.51,37254.22,36652.14,20360.24
2022-04-15,92425.92,194636.54,-2500.15,20513.47,986729,70883.29,76268.95,96068.2,20513.47
2022-04-18,53256.53,56064.28,-87556.51,20679.95,1050708,-3604.09,10611.06,-15746.12,20679.95
2022-04-19,7882.81,74167.76,3142.53,20847.64,258347,32719.31,26510.19,38655.14,20847.64
2022-04-20,5935.82,118459.21,691.94,21002.9,1296723,46718.02,36522.47,59575.58,21002.9
2022-04-21,-21956.66,64384.23,-20454.19,21159.99,1421223,21696.68,10783.34,21965.02,21159.99
2022-04-22,-10157.17,37590.65,16517.05,21310.98,729834,25139.56,16315.38,27053.85,21310.98
2022-04-25,24354.96,64954.23,-36767.82,21409.65,1002677,16532.02,18487.75,14093.2,21409.65
2022-04-26,-11861.82,31112.98,-2024.2,21484.05,989373,16857.61,9677.75,14544.39,21484.05
2022-04-27,98090.35,750143.12,-74967.42,21538.06,698070,232237.92,198701.03,337587.85,21538.06
2022-04-28,-5517.79,44277.84,6783.8,21579.51,1325855,24213.72,16780.84,25530.82,21579.51
2022-04-29,-69995.93,65486.86,-18384.27,21583.93,1302477,22895.51,-327.35,23551.3,21583.93
2022-05-02,8350.54,41317.85,-1378.66,21614.59,1065335,20517.93,17476.08,19969.59,21614.59
2022-05-03,-19560.07,49869.13,21132.09,21641.65,1079925,30880.96,18270.7,35500.61,21641.65
2022-05-04,74100.23,101580.81,110.18,21719.39,877815,41136.79,49377.65,50845.5,21719.39
2022-05-05,-19260.28,67171.15,6942.98,21844.12,847255,31986.08,19174.49,37057.06,21844.12
2022-05-06,37585.23,140759.75,20168.88,21991.94,1106554,60973.52,55126.45,80464.31,21991.94
2022-05-09,-22460.58,49334.09,-4470.5,22149.1,923844,22337.56,11138.03,22431.79,22149.1
2022-05-10,17828.87,88423.55,-7769.37,22369.55,718603,34341.24,30213.15,40327.09,22369.55
2022-05-11,70719.56,385397.09,-44146.51,22626.25,894265,121292.28,108649.1,170625.29,22626.25
2022-05-12,-758.8,68312.9,549.37,22898.0,613770,30586.76,22750.37,34431.14,22898.0
2022-05-13,60866.13,124050.25,9323.65,23201.26,563542,52191.72,54360.32,66686.95,23201.26
2022-05-16,-20608.13,26262.43,245.31,23450.92,936592,16652.89,7337.63,13253.87,23450.92
2022-05-17,31265.75,58327.23,-37046.98,23726.8,1198581,15002.35,19068.2,10640.13,23726.8
2022-05-18,-39501.69,56061.49,13986.54,23949.93,352189,31332.65,13624.06,35024.01,23949.93
2022-05-19,45992.81,51795.72,-26140.43,24160.03,1460892,16605.11,23952.04,12827.65,24160.03
2022-05-20,58607.37,154608.1,6066.18,24329.38,1024250,61667.88,60902.76,80337.14,24329.38
2022-05-23,2083.76,78921.31,2063.51,24447.46,647096,35144.1,26879.01,40492.41,24447.46
2022-05-24,-92023.88,58449.47,-40790.5,24494.68,1277063,14051.22,-12467.56,8829.49,24494.68
2022-05-25,93201.94,254512.22,-32832.82,24520.39,1372618,82066.6,84850.43,110839.7,24520.39
2022-05-26,72303.78,309759.83,-115908.8,24470.42,1094046,72773.82,72656.31,96925.51,24470.42
2022-05-27,121826.27,253866.51,-50136.02,24377.95,965404,76036.15,87483.68,101865.24,24377.95
2022-05-30,33223.55,92557.98,-31843.15,24225.1,790654,28313.31,29540.87,30357.41,24225.1
2022-05-31,39279.28,42330.43,-11315.14,24096.08,1170747,18370.46,23597.66,15507.65,24096.08
2022-06-01,92897.81,141680.93,-42926.6,23960.35,1409415,40904.89,53903.12,49377.16,23960.35
2022-06-02,57403.57,112158.03,-45898.88,23798.98,618171,30019.38,36865.42,33129.57,23798.98
2022-06-03,-88068.29,40794.34,-29247.86,23663.33,831716,11736.6,-13214.62,5773.24,23663.33
2022-06-06,1724.86,55875.7,-1767.37,23579.03,761398,25895.78,19853.05,27054.16,23579.03
2022-06-07,23348.12,74084.63,14701.66,23475.31,985448,37420.53,33902.43,44393.14,23475.31
2022-06-08,17433.53,34290.45,-32362.01,23402.87,834824,8443.77,10691.21,964.22,23402.87
2022-06-09,-22507.81,77036.1,16881.68,23355.66,987534,39091.14,23691.41,46958.89,23355.66
2022-06-10,-19554.55,43556.65,-14191.27,23293.8,878706,17553.06,8276.16,14682.69,23293.8
2022-06-13,-16725.17,59203.67,-16545.34,23249.59,946029,21969.31,12295.69,21329.17,23249.59
2022-06-14,16912.6,64243.59,498.55,23212.14,1367516,29318.09,26216.72,32371.07,23212.14
2022-06-15,67281.89,136887.24,-14762.24,23149.7,411621,48424.9,53139.15,61062.5,23149.7
2022-06-16,15930.76,56958.92,-6900.92,23094.33,908235,24384.11,22270.77,25029.0,23094.33
2022-06-17,58793.8,234149.44,-70341.06,23024.19,863428,62277.53,61406.59,81904.19,23024.19
2022-06-20,13746.21,49628.64,-21270.8,22894.29,683567,17084.04,16249.59,14178.92,22894.29
2022-06-21,21061.38,114562.23,16723.08,22720.9,1449069,51335.4,43766.9,65642.65,22720.9
2022-06-22,15118.88,39613.38,-35698.69,22536.28,1110454,8816.99,10392.46,1957.35,22536.28
2022-06-23,-74603.84,24672.16,-19947.09,22315.2,1043907,9013.42,-11890.89,2362.53,22315.2
2022-06-24,-8293.01,66916.12,14272.76,22051.72,1023896,34413.53,23736.9,40594.44,22051.72
2022-06-27,78987.23,184661.16,12444.79,21791.97,595380,72965.98,74471.29,98552.98,21791.97
2022-06-28,-14990.73,83419.42,14280.53,21524.92,855630,39741.62,26058.53,48849.98,21524.92
2022-06-29,15682.42,50657.78,2052.65,21249.61,1258026,24653.35,22410.62,26355.22,21249.61
2022-06-30,68249.44,184194.32,2973.54,20985.11,950917,69384.32,69100.6,93583.93,20985.11
2022-07-01,75145.76,164899.3,-15464.9,20738.6,492333,56724.34,61329.69,74717.2,20738.6
2022-07-04,-35448.43,57746.57,-12802.77,20521.0,786478,21821.6,7504.09,22471.9,20521.0
2022-07-05,16572.9,37322.61,-2426.7,20377.57,992098,18424.49,17961.59,17447.95,20377.57
2022-07-06,83499.64,177901.08,-27980.06,20270.47,939211,56730.5,63422.78,74960.51,20270.47
2022-07-07,-51742.84,89813.23,113443.97,20187.19,985797,74481.46,42925.39,101628.6,20187.19
2022-07-08,-19760.02,89015.71,14129.42,20193.63,1807010,41112.92,25894.69,51572.57,20193.63
2022-07-11,5416.1,41335.92,-9771.22,20266.12,1326014,17276.94,14311.73,15782.35,20266.12
2022-07-12,-46877.53,63261.07,-26808.16,20347.76,1488214,18933.56,2480.79,18226.46,20347.76
2022-07-13,13442.48,30510.66,-4293.92,20447.87,1275820,15554.87,15026.77,13108.37,20447.87
2022-07-14,-6017.43,33959.44,-2524.12,20589.35,1088954,17341.56,11501.81,15717.66,20589.35
2022-07-15,53079.74,131013.16,-9197.3,20679.01,867114,47498.29,48893.65,60907.93,20679.01
2022-07-18,42773.57,47916.13,-9292.41,20790.42,679543,19804.72,25546.93,19311.86,20790.42
2022-07-19,34416.85,157545.54,19600.98,20899.44,848959,66015.32,58115.7,88573.26,20899.44
2022-07-20,-35629.21,48264.56,18979.42,20973.21,904035,29405.73,13147.0,33621.99,20973.21
2022-07-21,-6062.66,49418.01,2827.05,20970.96,871842,24405.34,16788.34,26122.53,20970.96
2022-07-22,-14507.17,27385.76,-5756.97,20972.63,1349432,14200.47,7023.56,10814.39,20972.63
2022-07-25,52008.66,87664.12,3739.86,20946.38,856178,37450.12,41089.75,45701.99,20946.38
